1712596776315601920 ('EPT', 'BID') 3 4474 25
[REJECTED] 1712596852974810906 ('MKU', 'BID')
[REJECTED] 1712596852974810907 ('MKU', 'ASK')
[REJECTED] 1712596852974810908 ('IGM', 'BID')
[REJECTED] 1712596852974810909 ('IGM', 'ASK')
[REJECTED] 1712596852974810910 ('IGM', 'BID')
[REJECTED] 1712596852974810911 ('IGM', 'ASK')
[REJECTED] 1712596852974810912 ('IGM', 'BID')
[REJECTED] 1712596852974810913 ('IGM', 'ASK')
[REJECTED] 1712596852974810914 ('BRV', 'BID')
[REJECTED] 1712596852974810915 ('BRV', 'ASK')
[REJECTED] 1712596852974810916 ('BRV', 'BID')
[REJECTED] 1712596852974810917 ('BRV', 'ASK')
[REJECTED] 1712596852974810918 ('BRV', 'BID')
[REJECTED] 1712596852974810919 ('BRV', 'ASK')
[CANCELLED] 1712596852974810882 ('DLO', 'BID')
[CANCELLED] 1712596852974810886 ('IGM', 'BID')
[CANCELLED] 1712596852974810888 ('BRV', 'BID')
[CANCELLED] 1712596852974810896 ('DLO', 'BID')
[CANCELLED] 1712596852974810898 ('DLO', 'BID')
[CANCELLED] 1712596852974810900 ('DLO', 'BID')
[REJECTED] 1712596852974810920 ('EPT', 'BID')
[REJECTED] 1712596852974810921 ('EPT', 'ASK')
[REJECTED] 1712596852974810924 ('MKU', 'BID')
[REJECTED] 1712596852974810925 ('MKU', 'ASK')
1712596852974810927 ('IGM', 'ASK') 3 5123 -9
[REJECTED] 1712596852974810928 ('BRV', 'BID')
1712596852974810922 ('DLO', 'BID') 30 4725 0
[REJECTED] 1712596852974810930 ('EPT', 'BID')
[REJECTED] 1712596852974810931 ('EPT', 'ASK')
[REJECTED] 1712596852974810932 ('EPT', 'BID')
[REJECTED] 1712596852974810933 ('EPT', 'ASK')
[REJECTED] 1712596852974810934 ('EPT', 'BID')
[REJECTED] 1712596852974810935 ('EPT', 'ASK')
[REJECTED] 1712596852974810939 ('MKU', 'BID')
[REJECTED] 1712596852974810940 ('MKU', 'ASK')
[REJECTED] 1712596852974810941 ('MKU', 'BID')
[REJECTED] 1712596852974810942 ('MKU', 'ASK')
[REJECTED] 1712596852974810943 ('MKU', 'BID')
[REJECTED] 1712596852974810944 ('MKU', 'ASK')
[REJECTED] 1712596852974810945 ('IGM', 'BID')
[REJECTED] 1712596852974810946 ('IGM', 'ASK')
[REJECTED] 1712596852974810947 ('IGM', 'BID')
[REJECTED] 1712596852974810948 ('IGM', 'ASK')
[REJECTED] 1712596852974810949 ('IGM', 'BID')
[REJECTED] 1712596852974810950 ('IGM', 'ASK')
[REJECTED] 1712596852974810951 ('BRV', 'BID')
[REJECTED] 1712596852974810952 ('BRV', 'ASK')
[REJECTED] 1712596852974810953 ('BRV', 'BID')
[REJECTED] 1712596852974810954 ('BRV', 'ASK')
[REJECTED] 1712596852974810955 ('BRV', 'BID')
[REJECTED] 1712596852974810956 ('BRV', 'ASK')
[REJECTED] 1712596870781221120 ('EPT', 'BID')
[REJECTED] 1712596870781221121 ('EPT', 'ASK')
1712596870781221123 ('DLO', 'ASK') 3 4817 -316
[REJECTED] 1712596870781221124 ('MKU', 'BID')
[REJECTED] 1712596870781221125 ('MKU', 'ASK')
1712596870781221127 ('IGM', 'ASK') 3 4926 -425
1712596870781221128 ('BRV', 'BID') 3 4497 2
[REJECTED] 1712596870781221130 ('EPT', 'BID')
[REJECTED] 1712596870781221131 ('EPT', 'ASK')
[REJECTED] 1712596870781221132 ('EPT', 'BID')
[REJECTED] 1712596870781221133 ('EPT', 'ASK')
[REJECTED] 1712596870781221134 ('EPT', 'BID')
[REJECTED] 1712596870781221135 ('EPT', 'ASK')
[REJECTED] 1712596870781221137 ('DLO', 'ASK')
[REJECTED] 1712596870781221138 ('DLO', 'BID')
[REJECTED] 1712596870781221139 ('DLO', 'ASK')
[REJECTED] 1712596870781221140 ('DLO', 'BID')
[REJECTED] 1712596870781221141 ('DLO', 'ASK')
[REJECTED] 1712596870781221142 ('MKU', 'BID')
[REJECTED] 1712596870781221143 ('MKU', 'ASK')
[REJECTED] 1712596870781221144 ('MKU', 'BID')
[REJECTED] 1712596870781221145 ('MKU', 'ASK')
[REJECTED] 1712596870781221146 ('MKU', 'BID')
[REJECTED] 1712596870781221147 ('MKU', 'ASK')
[REJECTED] 1712596870781221148 ('IGM', 'BID')
[REJECTED] 1712596870781221149 ('IGM', 'ASK')
[REJECTED] 1712596870781221150 ('IGM', 'BID')
[REJECTED] 1712596870781221151 ('IGM', 'ASK')
[REJECTED] 1712596870781221152 ('IGM', 'BID')
[REJECTED] 1712596870781221153 ('IGM', 'ASK')
1712596870781221129 ('BRV', 'ASK') 3 4501 0
[CANCELLED] 1712596870781221122 ('DLO', 'BID')
[CANCELLED] 1712596870781221126 ('IGM', 'BID')
[CANCELLED] 1712596870781221136 ('DLO', 'BID')
[CANCELLED] 1712596870781221154 ('BRV', 'BID')
[CANCELLED] 1712596870781221155 ('BRV', 'ASK')
[CANCELLED] 1712596870781221156 ('BRV', 'BID')
[CANCELLED] 1712596870781221157 ('BRV', 'ASK')
[CANCELLED] 1712596870781221158 ('BRV', 'BID')
[CANCELLED] 1712596870781221159 ('BRV', 'ASK')
1712596870781221163 ('SCP', 'BID') 4 4745 0
[REJECTED] 1712596870781221164 ('EPT', 'BID')
[REJECTED] 1712596870781221165 ('EPT', 'ASK')
[REJECTED] 1712596870781221168 ('MKU', 'BID')
[REJECTED] 1712596870781221169 ('MKU', 'ASK')
1712596870781221170 ('IGM', 'BID') 6 4898 5
1712596870781221173 ('BRV', 'ASK') 7 4497 -2
[REJECTED] 1712596870781221174 ('EPT', 'BID')
[REJECTED] 1712596870781221175 ('EPT', 'ASK')
[REJECTED] 1712596870781221176 ('EPT', 'BID')
[REJECTED] 1712596870781221177 ('EPT', 'ASK')
[REJECTED] 1712596870781221178 ('EPT', 'BID')
[REJECTED] 1712596870781221179 ('EPT', 'ASK')
[REJECTED] 1712596870781221180 ('DLO', 'BID')
[REJECTED] 1712596870781221181 ('DLO', 'ASK')
[REJECTED] 1712596870781221182 ('DLO', 'BID')
[REJECTED] 1712596870781221183 ('DLO', 'ASK')
[REJECTED] 1712596870781221184 ('DLO', 'BID')
[REJECTED] 1712596870781221185 ('DLO', 'ASK')
[REJECTED] 1712596870781221186 ('MKU', 'BID')
[REJECTED] 1712596870781221187 ('MKU', 'ASK')
[REJECTED] 1712596870781221188 ('MKU', 'BID')
[REJECTED] 1712596870781221189 ('MKU', 'ASK')
[REJECTED] 1712596870781221190 ('MKU', 'BID')
[REJECTED] 1712596870781221191 ('MKU', 'ASK')
[REJECTED] 1712596870781221192 ('IGM', 'BID')
[REJECTED] 1712596870781221193 ('IGM', 'ASK')
[REJECTED] 1712596870781221194 ('IGM', 'BID')
[REJECTED] 1712596870781221195 ('IGM', 'ASK')
[REJECTED] 1712596870781221196 ('IGM', 'BID')
[REJECTED] 1712596870781221197 ('IGM', 'ASK')
1712596870781221167 ('DLO', 'ASK') 3 4842 0
[CANCELLED] 1712596870781221160 ('SCP', 'BID')
[CANCELLED] 1712596870781221161 ('SCP', 'BID')
[CANCELLED] 1712596870781221162 ('SCP', 'BID')
[CANCELLED] 1712596870781221166 ('DLO', 'BID')
[CANCELLED] 1712596870781221171 ('IGM', 'ASK')
[CANCELLED] 1712596870781221172 ('BRV', 'BID')
[REJECTED] 1712596870781221199 ('EPT', 'BID')
[REJECTED] 1712596870781221200 ('EPT', 'ASK')
1712596870781221201 ('DLO', 'BID') 19 4842 0
[REJECTED] 1712596870781221203 ('MKU', 'BID')
[REJECTED] 1712596870781221204 ('MKU', 'ASK')
1712596870781221206 ('IGM', 'ASK') 6 4918 -25
[REJECTED] 1712596870781221209 ('EPT', 'BID')
[REJECTED] 1712596870781221210 ('EPT', 'ASK')
[REJECTED] 1712596870781221211 ('EPT', 'BID')
[REJECTED] 1712596870781221212 ('EPT', 'ASK')
[REJECTED] 1712596870781221213 ('EPT', 'BID')
[REJECTED] 1712596870781221214 ('EPT', 'ASK')
[REJECTED] 1712596870781221216 ('DLO', 'ASK')
[REJECTED] 1712596870781221217 ('DLO', 'BID')
[REJECTED] 1712596870781221218 ('DLO', 'ASK')
[REJECTED] 1712596870781221219 ('DLO', 'BID')
[REJECTED] 1712596870781221220 ('DLO', 'ASK')
[REJECTED] 1712596870781221221 ('MKU', 'BID')
[REJECTED] 1712596870781221222 ('MKU', 'ASK')
[REJECTED] 1712596870781221223 ('MKU', 'BID')
[REJECTED] 1712596870781221224 ('MKU', 'ASK')
[REJECTED] 1712596870781221225 ('MKU', 'BID')
[REJECTED] 1712596870781221226 ('MKU', 'ASK')
[REJECTED] 1712596870781221227 ('IGM', 'BID')
[REJECTED] 1712596870781221228 ('IGM', 'ASK')
[REJECTED] 1712596870781221229 ('IGM', 'BID')
[REJECTED] 1712596870781221230 ('IGM', 'ASK')
[REJECTED] 1712596870781221231 ('IGM', 'BID')
[REJECTED] 1712596870781221232 ('IGM', 'ASK')
1712596870781221207 ('BRV', 'BID') 30 4516 0
[REJECTED] 1712596875171547136 ('EPT', 'BID')
[REJECTED] 1712596875171547137 ('EPT', 'ASK')
1712596875171547139 ('DLO', 'ASK') 3 4830 -329
[REJECTED] 1712596875171547140 ('MKU', 'BID')
[REJECTED] 1712596875171547141 ('MKU', 'ASK')
1712596875171547143 ('IGM', 'ASK') 3 4955 -454
[REJECTED] 1712596875171547146 ('EPT', 'BID')
[REJECTED] 1712596875171547147 ('EPT', 'ASK')
[REJECTED] 1712596875171547148 ('EPT', 'BID')
[REJECTED] 1712596875171547149 ('EPT', 'ASK')
[REJECTED] 1712596875171547150 ('EPT', 'BID')
[REJECTED] 1712596875171547151 ('EPT', 'ASK')
[REJECTED] 1712596875171547152 ('DLO', 'BID')
[REJECTED] 1712596875171547153 ('DLO', 'ASK')
[REJECTED] 1712596875171547154 ('DLO', 'BID')
[REJECTED] 1712596875171547155 ('DLO', 'ASK')
[REJECTED] 1712596875171547156 ('DLO', 'BID')
[REJECTED] 1712596875171547157 ('DLO', 'ASK')
[REJECTED] 1712596875171547158 ('MKU', 'BID')
[REJECTED] 1712596875171547159 ('MKU', 'ASK')
[REJECTED] 1712596875171547160 ('MKU', 'BID')
[REJECTED] 1712596875171547161 ('MKU', 'ASK')
[REJECTED] 1712596875171547162 ('MKU', 'BID')
[REJECTED] 1712596875171547163 ('MKU', 'ASK')
[REJECTED] 1712596875171547164 ('IGM', 'BID')
[REJECTED] 1712596875171547165 ('IGM', 'ASK')
[REJECTED] 1712596875171547166 ('IGM', 'BID')
[REJECTED] 1712596875171547167 ('IGM', 'ASK')
[REJECTED] 1712596875171547168 ('IGM', 'BID')
[REJECTED] 1712596875171547169 ('IGM', 'ASK')
[REJECTED] 1712596875171547175 ('BRV', 'ASK')
1712596875171547145 ('BRV', 'ASK') 3 4501 0
1712596875171547171 ('BRV', 'ASK') 10 4521 0
1712596875171547173 ('BRV', 'ASK') 10 4541 0
[CANCELLED] 1712596875171547138 ('DLO', 'BID')
[CANCELLED] 1712596875171547142 ('IGM', 'BID')
[CANCELLED] 1712596875171547144 ('BRV', 'BID')
[CANCELLED] 1712596875171547170 ('BRV', 'BID')
[CANCELLED] 1712596875171547172 ('BRV', 'BID')
[CANCELLED] 1712596875171547174 ('BRV', 'BID')
[REJECTED] 1712596875171547176 ('EPT', 'BID')
[REJECTED] 1712596875171547177 ('EPT', 'ASK')
1712596875171547179 ('DLO', 'ASK') 3 4829 -1
[REJECTED] 1712596875171547180 ('MKU', 'BID')
[REJECTED] 1712596875171547181 ('MKU', 'ASK')
1712596875171547185 ('BRV', 'ASK') 3 4557 -4
[REJECTED] 1712596875171547186 ('EPT', 'BID')
[REJECTED] 1712596875171547187 ('EPT', 'ASK')
[REJECTED] 1712596875171547188 ('EPT', 'BID')
[REJECTED] 1712596875171547189 ('EPT', 'ASK')
[REJECTED] 1712596875171547190 ('EPT', 'BID')
[REJECTED] 1712596875171547191 ('EPT', 'ASK')
[REJECTED] 1712596875171547192 ('DLO', 'BID')
[REJECTED] 1712596875171547193 ('DLO', 'ASK')
[REJECTED] 1712596875171547194 ('DLO', 'BID')
[REJECTED] 1712596875171547195 ('DLO', 'ASK')
[REJECTED] 1712596875171547196 ('DLO', 'BID')
[REJECTED] 1712596875171547197 ('DLO', 'ASK')
[REJECTED] 1712596875171547198 ('MKU', 'BID')
[REJECTED] 1712596875171547199 ('MKU', 'ASK')
[REJECTED] 1712596875171547200 ('MKU', 'BID')
[REJECTED] 1712596875171547201 ('MKU', 'ASK')
[REJECTED] 1712596875171547202 ('MKU', 'BID')
[REJECTED] 1712596875171547203 ('MKU', 'ASK')
[REJECTED] 1712596875171547204 ('IGM', 'BID')
[REJECTED] 1712596875171547205 ('IGM', 'ASK')
[REJECTED] 1712596875171547206 ('IGM', 'BID')
[REJECTED] 1712596875171547207 ('IGM', 'ASK')
[REJECTED] 1712596875171547208 ('IGM', 'BID')
[REJECTED] 1712596875171547209 ('IGM', 'ASK')
[REJECTED] 1712596875171547212 ('BRV', 'BID')
1712596875171547182 ('IGM', 'BID') 6 4927 0
1712596875171547184 ('BRV', 'BID') 36 4549 0
1712596875171547210 ('BRV', 'BID') 10 4529 0
[REJECTED] 1712596886073092096 ('EPT', 'BID')
[REJECTED] 1712596886073092097 ('EPT', 'ASK')
1712596886073092099 ('DLO', 'ASK') 3 4839 -338
[REJECTED] 1712596886073092100 ('MKU', 'BID')
[REJECTED] 1712596886073092101 ('MKU', 'ASK')
1712596886073092103 ('IGM', 'ASK') 3 4877 -376
1712596886073092105 ('BRV', 'ASK') 3 4590 -89
[REJECTED] 1712596886073092106 ('EPT', 'BID')
[REJECTED] 1712596886073092107 ('EPT', 'ASK')
[REJECTED] 1712596886073092108 ('EPT', 'BID')
[REJECTED] 1712596886073092109 ('EPT', 'ASK')
[REJECTED] 1712596886073092110 ('EPT', 'BID')
[REJECTED] 1712596886073092111 ('EPT', 'ASK')
[REJECTED] 1712596886073092113 ('DLO', 'ASK')
[REJECTED] 1712596886073092114 ('DLO', 'BID')
[REJECTED] 1712596886073092115 ('DLO', 'ASK')
[REJECTED] 1712596886073092116 ('DLO', 'BID')
[REJECTED] 1712596886073092117 ('DLO', 'ASK')
[REJECTED] 1712596886073092118 ('MKU', 'BID')
[REJECTED] 1712596886073092119 ('MKU', 'ASK')
[REJECTED] 1712596886073092120 ('MKU', 'BID')
[REJECTED] 1712596886073092121 ('MKU', 'ASK')
[REJECTED] 1712596886073092122 ('MKU', 'BID')
[REJECTED] 1712596886073092123 ('MKU', 'ASK')
[REJECTED] 1712596886073092125 ('IGM', 'ASK')
[REJECTED] 1712596886073092126 ('IGM', 'BID')
[REJECTED] 1712596886073092127 ('IGM', 'ASK')
[REJECTED] 1712596886073092128 ('IGM', 'BID')
[REJECTED] 1712596886073092129 ('IGM', 'ASK')
1712596886073092131 ('BRV', 'ASK') 10 4590 -69
1712596886073092133 ('BRV', 'ASK') 10 4590 -49
1712596886073092135 ('BRV', 'ASK') 10 4590 -29
[CANCELLED] 1712596886073092098 ('DLO', 'BID')
[CANCELLED] 1712596886073092102 ('IGM', 'BID')
[CANCELLED] 1712596886073092104 ('BRV', 'BID')
[CANCELLED] 1712596886073092112 ('DLO', 'BID')
[CANCELLED] 1712596886073092124 ('IGM', 'BID')
[CANCELLED] 1712596886073092130 ('BRV', 'BID')
[CANCELLED] 1712596886073092132 ('BRV', 'BID')
[CANCELLED] 1712596886073092134 ('BRV', 'BID')
[REJECTED] 1712596886073092136 ('EPT', 'BID')
[REJECTED] 1712596886073092137 ('EPT', 'ASK')
[REJECTED] 1712596886073092140 ('MKU', 'BID')
[REJECTED] 1712596886073092141 ('MKU', 'ASK')
[REJECTED] 1712596886073092143 ('IGM', 'ASK')
[REJECTED] 1712596886073092146 ('EPT', 'BID')
[REJECTED] 1712596886073092147 ('EPT', 'ASK')
[REJECTED] 1712596886073092148 ('EPT', 'BID')
[REJECTED] 1712596886073092149 ('EPT', 'ASK')
[REJECTED] 1712596886073092150 ('EPT', 'BID')
[REJECTED] 1712596886073092151 ('EPT', 'ASK')
[REJECTED] 1712596886073092152 ('DLO', 'BID')
[REJECTED] 1712596886073092153 ('DLO', 'ASK')
[REJECTED] 1712596886073092154 ('DLO', 'BID')
[REJECTED] 1712596886073092155 ('DLO', 'ASK')
[REJECTED] 1712596886073092156 ('DLO', 'BID')
[REJECTED] 1712596886073092157 ('DLO', 'ASK')
[REJECTED] 1712596886073092158 ('MKU', 'BID')
[REJECTED] 1712596886073092159 ('MKU', 'ASK')
[REJECTED] 1712596886073092160 ('MKU', 'BID')
[REJECTED] 1712596886073092161 ('MKU', 'ASK')
[REJECTED] 1712596886073092162 ('MKU', 'BID')
[REJECTED] 1712596886073092163 ('MKU', 'ASK')
[REJECTED] 1712596886073092164 ('IGM', 'BID')
[REJECTED] 1712596886073092165 ('IGM', 'ASK')
[REJECTED] 1712596886073092166 ('IGM', 'BID')
[REJECTED] 1712596886073092167 ('IGM', 'ASK')
[REJECTED] 1712596886073092168 ('IGM', 'BID')
[REJECTED] 1712596886073092169 ('IGM', 'ASK')
[REJECTED] 1712596886073092175 ('BRV', 'ASK')
[CANCELLED] 1712596886073092138 ('DLO', 'BID')
[CANCELLED] 1712596886073092139 ('DLO', 'ASK')
[CANCELLED] 1712596886073092142 ('IGM', 'BID')
[CANCELLED] 1712596886073092144 ('BRV', 'BID')
[CANCELLED] 1712596886073092145 ('BRV', 'ASK')
[CANCELLED] 1712596886073092170 ('BRV', 'BID')
[CANCELLED] 1712596886073092171 ('BRV', 'ASK')
[CANCELLED] 1712596886073092172 ('BRV', 'BID')
[CANCELLED] 1712596886073092173 ('BRV', 'ASK')
[CANCELLED] 1712596886073092174 ('BRV', 'BID')
[REJECTED] 1712596886073092176 ('EPT', 'BID')
[REJECTED] 1712596886073092177 ('EPT', 'ASK')
[REJECTED] 1712596886073092179 ('DLO', 'ASK')
[REJECTED] 1712596886073092180 ('MKU', 'BID')
[REJECTED] 1712596886073092181 ('MKU', 'ASK')
[REJECTED] 1712596886073092182 ('IGM', 'BID')
[REJECTED] 1712596886073092185 ('EPT', 'BID')
[REJECTED] 1712596886073092186 ('EPT', 'ASK')
[REJECTED] 1712596886073092187 ('EPT', 'BID')
[REJECTED] 1712596886073092188 ('EPT', 'ASK')
[REJECTED] 1712596886073092189 ('EPT', 'BID')
[REJECTED] 1712596886073092190 ('EPT', 'ASK')
[REJECTED] 1712596886073092191 ('DLO', 'BID')
[REJECTED] 1712596886073092192 ('DLO', 'ASK')
[REJECTED] 1712596886073092193 ('DLO', 'BID')
[REJECTED] 1712596886073092194 ('DLO', 'ASK')
[REJECTED] 1712596886073092195 ('DLO', 'BID')
[REJECTED] 1712596886073092196 ('DLO', 'ASK')
[REJECTED] 1712596886073092197 ('MKU', 'BID')
[REJECTED] 1712596886073092198 ('MKU', 'ASK')
[REJECTED] 1712596886073092199 ('MKU', 'BID')
[REJECTED] 1712596886073092200 ('MKU', 'ASK')
[REJECTED] 1712596886073092201 ('MKU', 'BID')
[REJECTED] 1712596886073092202 ('MKU', 'ASK')
[REJECTED] 1712596886073092204 ('IGM', 'ASK')
[REJECTED] 1712596886073092205 ('IGM', 'BID')
[REJECTED] 1712596886073092206 ('IGM', 'ASK')
[REJECTED] 1712596886073092207 ('IGM', 'BID')
[REJECTED] 1712596886073092208 ('IGM', 'ASK')
[REJECTED] 1712596886073092213 ('BRV', 'BID')
[CANCELLED] 1712596886073092178 ('DLO', 'BID')
[CANCELLED] 1712596886073092183 ('IGM', 'ASK')
[CANCELLED] 1712596886073092184 ('BRV', 'BID')
[CANCELLED] 1712596886073092203 ('IGM', 'BID')
[CANCELLED] 1712596886073092209 ('BRV', 'BID')
[CANCELLED] 1712596886073092210 ('BRV', 'ASK')
[CANCELLED] 1712596886073092211 ('BRV', 'BID')
[CANCELLED] 1712596886073092212 ('BRV', 'ASK')
[CANCELLED] 1712596886073092214 ('BRV', 'ASK')
[REJECTED] 1712596886073092215 ('EPT', 'BID')
[REJECTED] 1712596886073092216 ('EPT', 'ASK')
[REJECTED] 1712596886073092218 ('DLO', 'ASK')
[REJECTED] 1712596886073092219 ('MKU', 'BID')
[REJECTED] 1712596886073092220 ('MKU', 'ASK')
[REJECTED] 1712596886073092222 ('IGM', 'ASK')
[REJECTED] 1712596886073092224 ('EPT', 'BID')
[REJECTED] 1712596886073092225 ('EPT', 'ASK')
[REJECTED] 1712596886073092226 ('EPT', 'BID')
[REJECTED] 1712596886073092227 ('EPT', 'ASK')
[REJECTED] 1712596886073092228 ('EPT', 'BID')
[REJECTED] 1712596886073092229 ('EPT', 'ASK')
[REJECTED] 1712596886073092230 ('DLO', 'BID')
[REJECTED] 1712596886073092231 ('DLO', 'ASK')
[REJECTED] 1712596886073092232 ('DLO', 'BID')
[REJECTED] 1712596886073092233 ('DLO', 'ASK')
[REJECTED] 1712596886073092234 ('DLO', 'BID')
[REJECTED] 1712596886073092235 ('DLO', 'ASK')
[REJECTED] 1712596886073092236 ('MKU', 'BID')
[REJECTED] 1712596886073092237 ('MKU', 'ASK')
[REJECTED] 1712596886073092238 ('MKU', 'BID')
[REJECTED] 1712596886073092239 ('MKU', 'ASK')
[REJECTED] 1712596886073092240 ('MKU', 'BID')
[REJECTED] 1712596886073092241 ('MKU', 'ASK')
[REJECTED] 1712596886073092242 ('IGM', 'BID')
[REJECTED] 1712596886073092243 ('IGM', 'ASK')
[REJECTED] 1712596886073092244 ('IGM', 'BID')
[REJECTED] 1712596886073092245 ('IGM', 'ASK')
[REJECTED] 1712596886073092246 ('IGM', 'BID')
[REJECTED] 1712596886073092247 ('IGM', 'ASK')
[REJECTED] 1712596886073092251 ('BRV', 'ASK')
[CANCELLED] 1712596886073092217 ('DLO', 'BID')
[CANCELLED] 1712596886073092221 ('IGM', 'BID')
[CANCELLED] 1712596886073092223 ('BRV', 'BID')
[CANCELLED] 1712596886073092248 ('BRV', 'BID')
[CANCELLED] 1712596886073092249 ('BRV', 'ASK')
[CANCELLED] 1712596886073092250 ('BRV', 'BID')
[CANCELLED] 1712596886073092252 ('BRV', 'BID')
[REJECTED] 1712596886073092253 ('EPT', 'BID')
[REJECTED] 1712596886073092254 ('EPT', 'ASK')
[REJECTED] 1712596886073092255 ('DLO', 'BID')
[REJECTED] 1712596886073092257 ('MKU', 'BID')
[REJECTED] 1712596886073092258 ('MKU', 'ASK')
[REJECTED] 1712596886073092260 ('IGM', 'ASK')
[REJECTED] 1712596886073092263 ('EPT', 'BID')
[REJECTED] 1712596886073092264 ('EPT', 'ASK')
[REJECTED] 1712596886073092265 ('EPT', 'BID')
[REJECTED] 1712596886073092266 ('EPT', 'ASK')
[REJECTED] 1712596886073092267 ('EPT', 'BID')
[REJECTED] 1712596886073092268 ('EPT', 'ASK')
[REJECTED] 1712596886073092270 ('DLO', 'ASK')
[REJECTED] 1712596886073092271 ('DLO', 'BID')
[REJECTED] 1712596886073092272 ('DLO', 'ASK')
[REJECTED] 1712596886073092273 ('DLO', 'BID')
[REJECTED] 1712596886073092274 ('DLO', 'ASK')
[REJECTED] 1712596886073092275 ('MKU', 'BID')
[REJECTED] 1712596886073092276 ('MKU', 'ASK')
[REJECTED] 1712596886073092277 ('MKU', 'BID')
[REJECTED] 1712596886073092278 ('MKU', 'ASK')
[REJECTED] 1712596886073092279 ('MKU', 'BID')
[REJECTED] 1712596886073092280 ('MKU', 'ASK')
[REJECTED] 1712596886073092281 ('IGM', 'BID')
[REJECTED] 1712596886073092282 ('IGM', 'ASK')
[REJECTED] 1712596886073092283 ('IGM', 'BID')
[REJECTED] 1712596886073092284 ('IGM', 'ASK')
[REJECTED] 1712596886073092285 ('IGM', 'BID')
[REJECTED] 1712596886073092286 ('IGM', 'ASK')
[REJECTED] 1712596886073092288 ('BRV', 'ASK')
[CANCELLED] 1712596886073092256 ('DLO', 'ASK')
[CANCELLED] 1712596886073092259 ('IGM', 'BID')
[CANCELLED] 1712596886073092261 ('BRV', 'BID')
[CANCELLED] 1712596886073092262 ('BRV', 'ASK')
[CANCELLED] 1712596886073092269 ('DLO', 'BID')
[CANCELLED] 1712596886073092287 ('BRV', 'BID')
[CANCELLED] 1712596886073092289 ('BRV', 'BID')
[REJECTED] 1712596886073092290 ('EPT', 'BID')
[REJECTED] 1712596886073092291 ('EPT', 'ASK')
[REJECTED] 1712596886073092294 ('MKU', 'BID')
[REJECTED] 1712596886073092295 ('MKU', 'ASK')
[REJECTED] 1712596886073092296 ('IGM', 'BID')
1712596886073092298 ('BRV', 'BID') 62 4595 0
[REJECTED] 1712596886073092300 ('EPT', 'BID')
[REJECTED] 1712596886073092301 ('EPT', 'ASK')
[REJECTED] 1712596886073092302 ('EPT', 'BID')
[REJECTED] 1712596886073092303 ('EPT', 'ASK')
[REJECTED] 1712596886073092304 ('EPT', 'BID')
[REJECTED] 1712596886073092305 ('EPT', 'ASK')
[REJECTED] 1712596886073092306 ('DLO', 'BID')
[REJECTED] 1712596886073092307 ('DLO', 'ASK')
[REJECTED] 1712596886073092308 ('DLO', 'BID')
[REJECTED] 1712596886073092309 ('DLO', 'ASK')
[REJECTED] 1712596886073092310 ('DLO', 'BID')
[REJECTED] 1712596886073092311 ('DLO', 'ASK')
[REJECTED] 1712596886073092312 ('MKU', 'BID')
[REJECTED] 1712596886073092313 ('MKU', 'ASK')
[REJECTED] 1712596886073092314 ('MKU', 'BID')
[REJECTED] 1712596886073092315 ('MKU', 'ASK')
[REJECTED] 1712596886073092316 ('MKU', 'BID')
[REJECTED] 1712596886073092317 ('MKU', 'ASK')
[REJECTED] 1712596886073092319 ('IGM', 'ASK')
[REJECTED] 1712596886073092320 ('IGM', 'BID')
[REJECTED] 1712596886073092321 ('IGM', 'ASK')
[REJECTED] 1712596886073092322 ('IGM', 'BID')
[REJECTED] 1712596886073092323 ('IGM', 'ASK')
[REJECTED] 1712596886073092324 ('BRV', 'BID')
[REJECTED] 1712596886073092326 ('BRV', 'BID')
1712596898920680449 ('EPT', 'ASK') 3 4760 -259
1712596898920680451 ('DLO', 'ASK') 3 4960 -459
1712596898920680453 ('MKU', 'ASK') 3 5019 -518
1712596898920680455 ('IGM', 'ASK') 3 5625 -1124
1712596898920680457 ('BRV', 'ASK') 3 5170 -669
1712596898920680459 ('EPT', 'ASK') 10 4762 -241
1712596898920680461 ('EPT', 'ASK') 10 4762 -221
1712596898920680463 ('EPT', 'ASK') 10 4762 -201
1712596898920680465 ('DLO', 'ASK') 10 4961 -440
1712596898920680467 ('DLO', 'ASK') 10 4961 -420
1712596898920680469 ('DLO', 'ASK') 10 4961 -400
1712596898920680471 ('MKU', 'ASK') 10 5022 -501
1712596898920680473 ('MKU', 'ASK') 10 5022 -481
1712596898920680475 ('MKU', 'ASK') 10 5022 -461
1712596898920680477 ('IGM', 'ASK') 10 5623 -1102
1712596898920680479 ('IGM', 'ASK') 10 5623 -1082
1712596898920680481 ('IGM', 'ASK') 10 5623 -1062
1712596898920680483 ('BRV', 'ASK') 10 5171 -650
1712596898920680485 ('BRV', 'ASK') 10 5171 -630
1712596898920680487 ('BRV', 'ASK') 10 5171 -610
[CANCELLED] 1712596898920680448 ('EPT', 'BID')
[CANCELLED] 1712596898920680450 ('DLO', 'BID')
[CANCELLED] 1712596898920680452 ('MKU', 'BID')
[CANCELLED] 1712596898920680454 ('IGM', 'BID')
[CANCELLED] 1712596898920680456 ('BRV', 'BID')
[CANCELLED] 1712596898920680458 ('EPT', 'BID')
[CANCELLED] 1712596898920680460 ('EPT', 'BID')
[CANCELLED] 1712596898920680462 ('EPT', 'BID')
