1712715879992584705 ('DLO', <Side.BUY: 1>) 1 4848 6
[CANCELLED] 1712715879992586277 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586268 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586278 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586279 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586280 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586281 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586282 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586283 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586269 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586284 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586285 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586286 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586287 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586288 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586289 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586290 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586291 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586292 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586293 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586294 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586295 ('IGM', <Side.SELL: 2>)
1712715879992586305 ('IGM', <Side.BUY: 1>) 1 5509 1
[CANCELLED] 1712715879992586271 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586296 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586298 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586299 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586300 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586301 ('BRV', <Side.SELL: 2>)
1712715879992586306 ('BRV', <Side.BUY: 1>) 6 4464 0
1712715879992586304 ('MKU', <Side.BUY: 1>) 1 4512 0
1712715879992586325 ('IGM', <Side.BUY: 1>) 2 5490 0
1712715879992586308 ('EPT', <Side.SELL: 2>) 2 4757 0
1712715879992586303 ('DLO', <Side.BUY: 1>) 1 4795 0
1712715879992586327 ('IGM', <Side.BUY: 1>) 2 5470 0
1712715879992586319 ('MKU', <Side.BUY: 1>) 2 4492 0
1712715879992586329 ('IGM', <Side.BUY: 1>) 1 5450 0
[CANCELLED] 1712715879992586302 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586307 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586309 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586310 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586311 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586312 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586313 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586314 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586315 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586316 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586317 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586318 ('DLO', <Side.SELL: 2>)
1712715879992586331 ('DLO', <Side.BUY: 1>) 1 4778 2
[CANCELLED] 1712715879992586320 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586321 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586322 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586323 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586324 ('MKU', <Side.SELL: 2>)
1712715879992586332 ('MKU', <Side.BUY: 1>) 10 4489 1
[CANCELLED] 1712715879992586326 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586328 ('IGM', <Side.SELL: 2>)
1712715879992586333 ('IGM', <Side.BUY: 1>) 1 5435 12
1712715879992586334 ('BRV', <Side.BUY: 1>) 5 4398 9
[CANCELLED] 1712715879992586330 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586335 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586336 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586337 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586338 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586339 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586340 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586341 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586342 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586343 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586344 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586345 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586346 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586347 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586348 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586349 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586350 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586351 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586352 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586353 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586354 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586355 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586356 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586357 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586358 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586359 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586360 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586361 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586362 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586363 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586364 ('BRV', <Side.SELL: 2>)
1712715879992586365 ('EPT', <Side.BUY: 1>) 1 4771 0
1712715879992586389 ('IGM', <Side.SELL: 2>) 2 5467 0
[CANCELLED] 1712715879992586370 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586371 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586372 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586373 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586374 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586375 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586366 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586376 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586377 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586378 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586379 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586380 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586381 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586367 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586382 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586383 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586384 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586385 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586386 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586387 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586368 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586388 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586390 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586391 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586369 ('BRV', <Side.BUY: 1>)
1712715879992586410 ('MKU', <Side.SELL: 2>) 2 4532 -7
1712715879992586416 ('IGM', <Side.SELL: 2>) 2 5473 -5
1712715879992586418 ('IGM', <Side.SELL: 2>) 2 5488 0
1712715879992586393 ('DLO', <Side.BUY: 1>) 1 4782 0
1712715879992586396 ('BRV', <Side.BUY: 1>) 4 4418 0
1712715879992586394 ('MKU', <Side.BUY: 1>) 9 4503 0
1712715879992586403 ('DLO', <Side.BUY: 1>) 2 4762 0
1712715879992586409 ('MKU', <Side.BUY: 1>) 2 4483 0
1712715879992586411 ('MKU', <Side.BUY: 1>) 2 4463 0
[CANCELLED] 1712715879992586392 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586397 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586398 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586399 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586400 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586401 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586402 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586404 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586405 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586406 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586407 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586408 ('DLO', <Side.SELL: 2>)
1712715879992586421 ('DLO', <Side.BUY: 1>) 1 4751 12
[CANCELLED] 1712715879992586412 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586413 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586414 ('MKU', <Side.SELL: 2>)
1712715879992586422 ('MKU', <Side.BUY: 1>) 9 4461 32
[CANCELLED] 1712715879992586395 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586415 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586417 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586419 ('IGM', <Side.BUY: 1>)
1712715879992586423 ('IGM', <Side.BUY: 1>) 1 5462 0
1712715879992586424 ('BRV', <Side.BUY: 1>) 4 4342 29
1712715879992586437 ('MKU', <Side.BUY: 1>) 2 4461 12
1712715879992586449 ('BRV', <Side.BUY: 1>) 2 4342 9
1712715879992586439 ('MKU', <Side.BUY: 1>) 2 4453 0
1712715879992586451 ('BRV', <Side.BUY: 1>) 2 4331 0
1712715879992586431 ('DLO', <Side.BUY: 1>) 2 4743 0
1712715879992586453 ('BRV', <Side.BUY: 1>) 2 4311 0
1712715879992586441 ('MKU', <Side.BUY: 1>) 2 4433 0
1712715879992586443 ('IGM', <Side.BUY: 1>) 2 5442 0
1712715879992586450 ('BRV', <Side.SELL: 2>) 2 4393 0
1712715879992586438 ('MKU', <Side.SELL: 2>) 2 4515 0
1712715879992586440 ('MKU', <Side.SELL: 2>) 2 4535 0
1712715879992586432 ('DLO', <Side.SELL: 2>) 2 4786 0
1712715879992586452 ('BRV', <Side.SELL: 2>) 2 4413 0
1712715879992586454 ('BRV', <Side.SELL: 2>) 2 4433 0
[CANCELLED] 1712715879992586420 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586425 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586426 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586427 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586428 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586429 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586430 ('EPT', <Side.SELL: 2>)
1712715879992586455 ('EPT', <Side.BUY: 1>) 1 4794 1
[CANCELLED] 1712715879992586433 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586434 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586435 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586436 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586442 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586444 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586445 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586446 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586447 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586448 ('IGM', <Side.SELL: 2>)
1712715879992586467 ('DLO', <Side.SELL: 2>) 2 4787 -24
1712715879992586469 ('DLO', <Side.SELL: 2>) 2 4787 -4
1712715879992586473 ('MKU', <Side.SELL: 2>) 2 4541 -65
1712715879992586475 ('MKU', <Side.SELL: 2>) 2 4541 -45
1712715879992586477 ('MKU', <Side.SELL: 2>) 2 4541 -25
1712715879992586479 ('IGM', <Side.SELL: 2>) 2 5474 -22
1712715879992586481 ('IGM', <Side.SELL: 2>) 2 5474 -2
1712715879992586485 ('BRV', <Side.SELL: 2>) 2 4339 0
1712715879992586487 ('BRV', <Side.SELL: 2>) 2 4359 0
1712715879992586489 ('BRV', <Side.SELL: 2>) 2 4379 0
1712715879992586483 ('IGM', <Side.SELL: 2>) 2 5492 0
1712715879992586471 ('DLO', <Side.SELL: 2>) 2 4803 0
[CANCELLED] 1712715879992586460 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586461 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586463 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586464 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586465 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586456 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586466 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586468 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586470 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586457 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586472 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586474 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586476 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586458 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586478 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586480 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586482 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586459 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586484 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586486 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586488 ('BRV', <Side.BUY: 1>)
1712715879992586508 ('MKU', <Side.SELL: 2>) 2 4575 -8
1712715879992586514 ('IGM', <Side.SELL: 2>) 2 5531 -28
1712715879992586516 ('IGM', <Side.SELL: 2>) 2 5531 -8
1712715879992586520 ('BRV', <Side.SELL: 2>) 2 4493 -24
1712715879992586510 ('MKU', <Side.SELL: 2>) 2 4587 0
1712715879992586502 ('DLO', <Side.SELL: 2>) 2 4813 0
1712715879992586504 ('DLO', <Side.SELL: 2>) 2 4833 0
1712715879992586496 ('EPT', <Side.SELL: 2>) 2 4825 0
[CANCELLED] 1712715879992586490 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586495 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586498 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586499 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586500 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586491 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586501 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586503 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586505 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586506 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586492 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586507 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586509 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586511 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586512 ('MKU', <Side.SELL: 2>)
1712715879992586524 ('MKU', <Side.BUY: 1>) 8 4589 6
[CANCELLED] 1712715879992586493 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586513 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586515 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586517 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586518 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586494 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586519 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586521 ('BRV', <Side.BUY: 1>)
1712715879992586526 ('BRV', <Side.BUY: 1>) 4 4500 17
1712715879992586525 ('IGM', <Side.BUY: 1>) 1 5514 0
[CANCELLED] 1712715879992586522 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586527 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586528 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586529 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586530 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586531 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586532 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586523 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586533 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586534 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586535 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586536 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586537 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586538 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586539 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586540 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586541 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586542 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586543 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586544 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586545 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586546 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586547 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586548 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586549 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586550 ('IGM', <Side.SELL: 2>)
1712715879992586556 ('IGM', <Side.BUY: 1>) 1 5497 18
[CANCELLED] 1712715879992586551 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586552 ('BRV', <Side.SELL: 2>)
1712715879992586576 ('IGM', <Side.BUY: 1>) 2 5495 0
1712715879992586554 ('DLO', <Side.BUY: 1>) 1 4828 0
1712715879992586578 ('IGM', <Side.BUY: 1>) 2 5475 0
1712715879992586557 ('BRV', <Side.BUY: 1>) 4 4512 0
1712715879992586580 ('IGM', <Side.BUY: 1>) 2 5455 0
1712715879992586559 ('EPT', <Side.SELL: 2>) 2 4858 0
1712715879992586564 ('DLO', <Side.BUY: 1>) 2 4808 0
1712715879992586582 ('BRV', <Side.BUY: 1>) 2 4492 0
1712715879992586555 ('MKU', <Side.BUY: 1>) 7 4600 0
[CANCELLED] 1712715879992586553 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586558 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586560 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586561 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586562 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586563 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586565 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586566 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586567 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586568 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586569 ('DLO', <Side.SELL: 2>)
1712715879992586585 ('DLO', <Side.BUY: 1>) 1 4797 11
[CANCELLED] 1712715879992586570 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586571 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586572 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586573 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586574 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586575 ('MKU', <Side.SELL: 2>)
1712715879992586586 ('MKU', <Side.BUY: 1>) 7 4586 18
[CANCELLED] 1712715879992586577 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586579 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586581 ('IGM', <Side.SELL: 2>)
1712715879992586587 ('IGM', <Side.BUY: 1>) 1 5399 68
[CANCELLED] 1712715879992586583 ('BRV', <Side.SELL: 2>)
1712715879992586588 ('BRV', <Side.BUY: 1>) 4 4450 52
1712715879992586601 ('MKU', <Side.BUY: 1>) 2 4579 5
1712715879992586607 ('IGM', <Side.BUY: 1>) 2 5398 49
1712715879992586590 ('EPT', <Side.SELL: 2>) 2 4883 0
1712715879992586609 ('IGM', <Side.BUY: 1>) 2 5398 29
1712715879992586611 ('IGM', <Side.BUY: 1>) 2 5398 9
1712715879992586613 ('BRV', <Side.BUY: 1>) 2 4435 47
1712715879992586595 ('DLO', <Side.BUY: 1>) 2 4788 0
1712715879992586603 ('MKU', <Side.BUY: 1>) 2 4564 0
1712715879992586592 ('EPT', <Side.SELL: 2>) 2 4903 0
1712715879992586594 ('EPT', <Side.SELL: 2>) 2 4923 0
[CANCELLED] 1712715879992586584 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586589 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586591 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586593 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586596 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586597 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586598 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586599 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586600 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586602 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586604 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586605 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586606 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586608 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586610 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586612 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586614 ('BRV', <Side.SELL: 2>)
1712715879992586619 ('BRV', <Side.BUY: 1>) 3 4369 4
1712715879992586618 ('IGM', <Side.BUY: 1>) 1 5357 0
1712715879992586621 ('EPT', <Side.SELL: 2>) 2 4922 0
1712715879992586623 ('EPT', <Side.SELL: 2>) 2 4942 0
1712715879992586633 ('MKU', <Side.SELL: 2>) 2 4577 0
[CANCELLED] 1712715879992586615 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586620 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586622 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586624 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586625 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586616 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586626 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586627 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586628 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586629 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586630 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586631 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586617 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586632 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586634 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586635 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586636 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715879992586637 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715879992586638 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586639 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586640 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586641 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586642 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715879992586643 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715879992586644 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586645 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586646 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586647 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715879992586648 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715879992586649 ('BRV', <Side.SELL: 2>)
1712715879992586654 ('BRV', <Side.BUY: 1>) 3 4387 10
1712715879992586651 ('DLO', <Side.BUY: 1>) 1 4795 0
1712715879992586652 ('MKU', <Side.BUY: 1>) 5 4576 0
1712715879992586650 ('EPT', <Side.BUY: 1>) 1 4933 0
1712715879992586667 ('MKU', <Side.BUY: 1>) 2 4556 0
1712715879992586674 ('IGM', <Side.SELL: 2>) 2 5382 0
[CANCELLED] 1712715879992586655 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586656 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586657 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586658 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586659 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715879992586660 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715879992586661 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586662 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586663 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586664 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715879992586665 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715879992586666 ('DLO', <Side.SELL: 2>)
