1712715259482565892 ('BRV', <Side.BUY: 1>) 1 5384 4
[CANCELLED] 1712715259482566278 ('BRV', <Side.SELL: 2>)
1712715259482566283 ('BRV', <Side.BUY: 1>) 1 5556 13
1712715259482566302 ('IGM', <Side.BUY: 1>) 2 6434 0
1712715259482566308 ('BRV', <Side.BUY: 1>) 2 5549 0
1712715259482566304 ('IGM', <Side.BUY: 1>) 2 6414 0
1712715259482566285 ('EPT', <Side.SELL: 2>) 2 4157 0
1712715259482566306 ('IGM', <Side.BUY: 1>) 2 6394 0
1712715259482566310 ('BRV', <Side.BUY: 1>) 2 5529 0
1712715259482566280 ('DLO', <Side.BUY: 1>) 1 4977 0
[CANCELLED] 1712715259482566279 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566284 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566286 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566287 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566288 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566289 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566290 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566291 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566292 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566293 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566294 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566295 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566296 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566297 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566298 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566299 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566300 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566301 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566303 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566305 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566307 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566309 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566311 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566312 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566313 ('BRV', <Side.SELL: 2>)
1712715259482566344 ('BRV', <Side.SELL: 2>) 2 5555 -1
1712715259482566332 ('MKU', <Side.SELL: 2>) 2 5006 0
1712715259482566346 ('BRV', <Side.SELL: 2>) 2 5574 0
1712715259482566348 ('BRV', <Side.SELL: 2>) 2 5594 0
1712715259482566314 ('EPT', <Side.BUY: 1>) 1 4160 0
1712715259482566338 ('IGM', <Side.SELL: 2>) 2 6400 0
[CANCELLED] 1712715259482566319 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566320 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566321 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566322 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566323 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566324 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566315 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566325 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566326 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566327 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566328 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566329 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566330 ('DLO', <Side.SELL: 2>)
1712715259482566350 ('DLO', <Side.BUY: 1>) 1 4989 7
[CANCELLED] 1712715259482566316 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566331 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566333 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566334 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566335 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566336 ('MKU', <Side.SELL: 2>)
1712715259482566351 ('MKU', <Side.BUY: 1>) 1 5011 12
[CANCELLED] 1712715259482566317 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566337 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566339 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566340 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566341 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566342 ('IGM', <Side.SELL: 2>)
1712715259482566352 ('IGM', <Side.BUY: 1>) 1 6404 0
[CANCELLED] 1712715259482566318 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566343 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566345 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566347 ('BRV', <Side.BUY: 1>)
1712715259482566353 ('BRV', <Side.BUY: 1>) 1 5584 27
1712715259482566366 ('MKU', <Side.BUY: 1>) 2 4998 5
1712715259482566368 ('MKU', <Side.BUY: 1>) 2 4983 0
1712715259482566360 ('DLO', <Side.BUY: 1>) 2 4976 0
1712715259482566372 ('IGM', <Side.BUY: 1>) 2 6384 0
1712715259482566355 ('EPT', <Side.SELL: 2>) 2 4171 0
1712715259482566378 ('BRV', <Side.BUY: 1>) 2 5591 0
1712715259482566380 ('BRV', <Side.BUY: 1>) 2 5571 0
1712715259482566382 ('BRV', <Side.BUY: 1>) 2 5551 0
1712715259482566374 ('IGM', <Side.BUY: 1>) 2 6364 0
1712715259482566370 ('MKU', <Side.BUY: 1>) 2 4963 0
1712715259482566376 ('IGM', <Side.BUY: 1>) 2 6344 0
1712715259482566357 ('EPT', <Side.SELL: 2>) 2 4191 0
[CANCELLED] 1712715259482566349 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566354 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566356 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566358 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566359 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566361 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566362 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566363 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566364 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566365 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566367 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566369 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566371 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566373 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566375 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566377 ('IGM', <Side.SELL: 2>)
1712715259482566387 ('IGM', <Side.BUY: 1>) 1 6324 5
[CANCELLED] 1712715259482566379 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566381 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566383 ('BRV', <Side.SELL: 2>)
1712715259482566386 ('MKU', <Side.BUY: 1>) 1 4955 0
1712715259482566385 ('DLO', <Side.BUY: 1>) 1 4957 0
1712715259482566388 ('BRV', <Side.BUY: 1>) 1 5474 0
1712715259482566413 ('BRV', <Side.BUY: 1>) 2 5454 0
1712715259482566384 ('EPT', <Side.BUY: 1>) 1 4187 0
[CANCELLED] 1712715259482566389 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566390 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566391 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566392 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566393 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566394 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566395 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566396 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566397 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566398 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566399 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566400 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566401 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566402 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566403 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566404 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566405 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566406 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566407 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566408 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566409 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566410 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566411 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566412 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566414 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566415 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566416 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566417 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566418 ('BRV', <Side.SELL: 2>)
1712715259482566437 ('MKU', <Side.SELL: 2>) 2 4978 0
1712715259482566449 ('BRV', <Side.SELL: 2>) 2 5503 -6
1712715259482566425 ('EPT', <Side.SELL: 2>) 2 4204 0
1712715259482566423 ('BRV', <Side.BUY: 1>) 1 5465 0
[CANCELLED] 1712715259482566419 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566424 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566426 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566427 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566428 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566429 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566420 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566430 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566431 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566432 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566433 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566434 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566435 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566421 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566436 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566438 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566439 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566440 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566441 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566422 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566442 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566443 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566444 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566445 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566446 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566447 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566448 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566450 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566451 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566452 ('BRV', <Side.BUY: 1>)
1712715259482566456 ('IGM', <Side.BUY: 1>) 1 6323 0
1712715259482566457 ('BRV', <Side.BUY: 1>) 1 5465 0
1712715259482566476 ('IGM', <Side.BUY: 1>) 2 6303 0
1712715259482566454 ('DLO', <Side.BUY: 1>) 1 4956 0
1712715259482566482 ('BRV', <Side.BUY: 1>) 2 5445 0
1712715259482566459 ('EPT', <Side.SELL: 2>) 2 4236 0
1712715259482566455 ('MKU', <Side.BUY: 1>) 1 4947 0
1712715259482566484 ('BRV', <Side.BUY: 1>) 2 5425 0
1712715259482566478 ('IGM', <Side.BUY: 1>) 2 6283 0
1712715259482566486 ('BRV', <Side.BUY: 1>) 2 5405 0
1712715259482566470 ('MKU', <Side.BUY: 1>) 2 4927 0
1712715259482566464 ('DLO', <Side.BUY: 1>) 2 4936 0
[CANCELLED] 1712715259482566453 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566458 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566460 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566461 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566463 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566465 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566466 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566467 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566468 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566469 ('DLO', <Side.SELL: 2>)
1712715259482566489 ('DLO', <Side.BUY: 1>) 1 4928 8
[CANCELLED] 1712715259482566471 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566472 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566473 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566474 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566475 ('MKU', <Side.SELL: 2>)
1712715259482566490 ('MKU', <Side.BUY: 1>) 1 4922 7
[CANCELLED] 1712715259482566477 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566479 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566480 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566481 ('IGM', <Side.SELL: 2>)
1712715259482566491 ('IGM', <Side.BUY: 1>) 1 6266 4
[CANCELLED] 1712715259482566483 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566485 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566487 ('BRV', <Side.SELL: 2>)
1712715259482566492 ('BRV', <Side.BUY: 1>) 1 5381 22
1712715259482566517 ('BRV', <Side.BUY: 1>) 2 5381 2
1712715259482566505 ('MKU', <Side.BUY: 1>) 2 4909 0
1712715259482566519 ('BRV', <Side.BUY: 1>) 2 5363 0
1712715259482566507 ('MKU', <Side.BUY: 1>) 2 4889 0
1712715259482566521 ('BRV', <Side.BUY: 1>) 2 5343 0
1712715259482566499 ('DLO', <Side.BUY: 1>) 2 4916 0
1712715259482566509 ('MKU', <Side.BUY: 1>) 2 4869 0
1712715259482566501 ('DLO', <Side.BUY: 1>) 2 4896 0
1712715259482566488 ('EPT', <Side.BUY: 1>) 1 4240 0
[CANCELLED] 1712715259482566493 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566494 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566495 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566496 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566498 ('EPT', <Side.SELL: 2>)
1712715259482566523 ('EPT', <Side.BUY: 1>) 1 4240 12
[CANCELLED] 1712715259482566500 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566502 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566503 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566504 ('DLO', <Side.SELL: 2>)
1712715259482566524 ('DLO', <Side.BUY: 1>) 1 4896 8
[CANCELLED] 1712715259482566506 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566508 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566510 ('MKU', <Side.SELL: 2>)
1712715259482566525 ('MKU', <Side.BUY: 1>) 1 4846 34
[CANCELLED] 1712715259482566511 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566512 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566513 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566514 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566515 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566516 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566518 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566520 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566522 ('BRV', <Side.SELL: 2>)
1712715259482566527 ('BRV', <Side.BUY: 1>) 1 5280 45
1712715259482566540 ('MKU', <Side.BUY: 1>) 2 4846 14
1712715259482566552 ('BRV', <Side.BUY: 1>) 2 5280 25
1712715259482566542 ('MKU', <Side.BUY: 1>) 2 4840 0
1712715259482566554 ('BRV', <Side.BUY: 1>) 2 5280 5
1712715259482566528 ('EPT', <Side.BUY: 1>) 2 4232 0
1712715259482566556 ('BRV', <Side.BUY: 1>) 2 5265 0
1712715259482566544 ('MKU', <Side.BUY: 1>) 2 4820 0
1712715259482566534 ('DLO', <Side.BUY: 1>) 2 4884 0
1712715259482566526 ('IGM', <Side.BUY: 1>) 1 6251 0
[CANCELLED] 1712715259482566529 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566530 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566531 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566532 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566533 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566535 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566536 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566537 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566538 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566539 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566541 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566543 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566545 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566546 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566547 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566548 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566549 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566550 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566551 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566553 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566555 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566557 ('BRV', <Side.SELL: 2>)
1712715259482566561 ('IGM', <Side.BUY: 1>) 1 6240 0
1712715259482566581 ('IGM', <Side.BUY: 1>) 2 6220 0
1712715259482566583 ('IGM', <Side.BUY: 1>) 2 6200 0
1712715259482566564 ('EPT', <Side.SELL: 2>) 2 4248 0
1712715259482566585 ('IGM', <Side.BUY: 1>) 2 6180 0
1712715259482566559 ('DLO', <Side.BUY: 1>) 1 4872 0
1712715259482566576 ('MKU', <Side.SELL: 2>) 2 4845 0
[CANCELLED] 1712715259482566558 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566563 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566565 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566566 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566567 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566568 ('EPT', <Side.SELL: 2>)
1712715259482566593 ('EPT', <Side.BUY: 1>) 1 4256 5
[CANCELLED] 1712715259482566569 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566570 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566571 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566572 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566573 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566574 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566560 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566575 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566577 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566578 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566579 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566580 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566582 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566584 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566586 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566562 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566587 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566588 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566589 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566590 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712715259482566591 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566592 ('BRV', <Side.SELL: 2>)
1712715259482566611 ('MKU', <Side.SELL: 2>) 2 4862 0
1712715259482566623 ('BRV', <Side.SELL: 2>) 2 5299 -27
1712715259482566625 ('BRV', <Side.SELL: 2>) 2 5299 -7
1712715259482566627 ('BRV', <Side.SELL: 2>) 2 5312 0
1712715259482566613 ('MKU', <Side.SELL: 2>) 2 4882 0
1712715259482566617 ('IGM', <Side.SELL: 2>) 2 6195 0
1712715259482566605 ('DLO', <Side.SELL: 2>) 2 4895 0
1712715259482566619 ('IGM', <Side.SELL: 2>) 2 6215 0
1712715259482566598 ('EPT', <Side.BUY: 1>) 2 4241 0
1712715259482566621 ('IGM', <Side.SELL: 2>) 2 6235 0
[CANCELLED] 1712715259482566599 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566600 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566601 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566602 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566603 ('EPT', <Side.SELL: 2>)
1712715259482566628 ('EPT', <Side.BUY: 1>) 1 4239 3
[CANCELLED] 1712715259482566594 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566604 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566606 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566607 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566608 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566609 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566595 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566610 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566612 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566614 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566615 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566596 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566616 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566618 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566620 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566597 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566622 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566624 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566626 ('BRV', <Side.BUY: 1>)
1712715259482566652 ('IGM', <Side.SELL: 2>) 2 6234 -3
1712715259482566630 ('MKU', <Side.BUY: 1>) 1 4885 0
1712715259482566632 ('BRV', <Side.BUY: 1>) 1 5332 0
1712715259482566633 ('EPT', <Side.BUY: 1>) 2 4222 0
1712715259482566658 ('BRV', <Side.SELL: 2>) 2 5363 0
1712715259482566660 ('BRV', <Side.SELL: 2>) 2 5383 0
[CANCELLED] 1712715259482566634 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566635 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566636 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566637 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566638 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566629 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566639 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566640 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566641 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566642 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566643 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712715259482566644 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712715259482566645 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566646 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566647 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566648 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566649 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712715259482566650 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712715259482566631 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566651 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566653 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566654 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566655 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712715259482566656 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712715259482566657 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566659 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566661 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712715259482566662 ('BRV', <Side.SELL: 2>)
1712715259482566681 ('MKU', <Side.SELL: 2>) 2 4921 0
1712715259482566693 ('BRV', <Side.SELL: 2>) 2 5401 -30
1712715259482566695 ('BRV', <Side.SELL: 2>) 2 5401 -10
1712715259482566666 ('IGM', <Side.BUY: 1>) 1 6227 0
[CANCELLED] 1712715259482566663 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566668 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566669 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566670 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712715259482566671 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712715259482566672 ('EPT', <Side.BUY: 1>)
