1712716795001059331 ('IGM', <Side.BUY: 1>) 1 5801 0
[CANCELLED] 1712716795001060895 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060896 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060897 ('DLO', <Side.SELL: 2>)
1712716795001060917 ('DLO', <Side.BUY: 1>) 1 5299 10
[CANCELLED] 1712716795001060883 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060898 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060900 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060901 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712716795001060902 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712716795001060903 ('MKU', <Side.SELL: 2>)
1712716795001060918 ('MKU', <Side.BUY: 1>) 1 5582 32
[CANCELLED] 1712716795001060905 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060907 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712716795001060909 ('IGM', <Side.SELL: 2>)
1712716795001060919 ('IGM', <Side.BUY: 1>) 1 5665 80
[CANCELLED] 1712716795001060910 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060912 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060913 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712716795001060914 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712716795001060915 ('BRV', <Side.SELL: 2>)
1712716795001060920 ('BRV', <Side.BUY: 1>) 1 5924 59
1712716795001060922 ('EPT', <Side.SELL: 2>) 2 4865 0
1712716795001060927 ('DLO', <Side.BUY: 1>) 1 5267 19
1712716795001060928 ('MKU', <Side.BUY: 1>) 1 5555 17
1712716795001060929 ('IGM', <Side.BUY: 1>) 1 5598 59
1712716795001060930 ('BRV', <Side.BUY: 1>) 1 5863 54
[REJECTED] 1712716795001060934 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712716795001060935 ('EPT', <Side.BUY: 1>)
[REJECTED] 1712716795001060936 ('EPT', <Side.SELL: 2>)
1712716795001060949 ('IGM', <Side.BUY: 1>) 2 5598 39
1712716795001060951 ('IGM', <Side.BUY: 1>) 2 5598 19
1712716795001060955 ('BRV', <Side.BUY: 1>) 2 5863 34
1712716795001060957 ('BRV', <Side.BUY: 1>) 2 5863 14
1712716795001060943 ('MKU', <Side.BUY: 1>) 2 5552 0
1712716795001060937 ('DLO', <Side.BUY: 1>) 2 5266 0
1712716795001060932 ('EPT', <Side.SELL: 2>) 2 4884 0
1712716795001060924 ('EPT', <Side.SELL: 2>) 2 4885 0
1712716795001060953 ('IGM', <Side.BUY: 1>) 2 5597 0
1712716795001060959 ('BRV', <Side.BUY: 1>) 2 5857 0
1712716795001060945 ('MKU', <Side.BUY: 1>) 2 5532 0
[CANCELLED] 1712716795001060961 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060966 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060968 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060969 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060970 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716795001060971 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712716795001060973 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060974 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060975 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716795001060976 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712716795001060977 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712716888720928769 ('DLO', <Side.SELL: 2>)
1712716890172662796 ('EPT', <Side.BUY: 1>) 1 5010 0
1712716893679062528 ('EPT', <Side.BUY: 1>) 1 4990 0
[CANCELLED] 1712716893679062529 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062530 ('EPT', <Side.BUY: 1>)
1712716893679062531 ('EPT', <Side.BUY: 1>) 1 4905 37
1712716893679062532 ('EPT', <Side.BUY: 1>) 1 4807 52
1712716893679062533 ('EPT', <Side.BUY: 1>) 1 4794 3
1712716893679062534 ('EPT', <Side.BUY: 1>) 1 4766 0
[CANCELLED] 1712716893679062535 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062536 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062537 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062538 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062539 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062540 ('EPT', <Side.BUY: 1>)
1712716893679062541 ('EPT', <Side.BUY: 1>) 1 4936 20
[CANCELLED] 1712716893679062542 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062543 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062544 ('EPT', <Side.BUY: 1>)
1712716893679062545 ('EPT', <Side.BUY: 1>) 1 5017 0
[CANCELLED] 1712716893679062546 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062547 ('EPT', <Side.BUY: 1>)
1712716893679062548 ('EPT', <Side.BUY: 1>) 1 4985 0
[CANCELLED] 1712716893679062549 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062550 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062551 ('EPT', <Side.BUY: 1>)
1712716893679062552 ('EPT', <Side.BUY: 1>) 1 5123 1
1712716893679062553 ('EPT', <Side.BUY: 1>) 1 5107 4
[CANCELLED] 1712716893679062554 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062555 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062556 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062557 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712716893679062558 ('EPT', <Side.BUY: 1>)
1712716997914676993 ('DLO', <Side.BUY: 1>) 1 4970 20
1712716997914676994 ('MKU', <Side.BUY: 1>) 1 5060 27
1712716997914676995 ('IGM', <Side.BUY: 1>) 1 5548 69
1712716997914676996 ('BRV', <Side.BUY: 1>) 1 5183 57
1712716997914677003 ('DLO', <Side.BUY: 1>) 2 4970 0
1712716997914677009 ('MKU', <Side.BUY: 1>) 2 5060 7
1712716997914677015 ('IGM', <Side.BUY: 1>) 2 5548 49
1712716997914677017 ('IGM', <Side.BUY: 1>) 2 5548 29
1712716997914677019 ('IGM', <Side.BUY: 1>) 2 5548 9
1712716997914677021 ('BRV', <Side.BUY: 1>) 2 5183 37
1712716997914677023 ('BRV', <Side.BUY: 1>) 2 5183 17
1712716997914677025 ('BRV', <Side.BUY: 1>) 2 5180 0
1712716997914677011 ('MKU', <Side.BUY: 1>) 2 5047 0
