[REJECTED] 1712706515662629632 ('EPT', <Side.BUY: 1>)
[REJECTED] 1712706780256867083 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706780256867084 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706780256867085 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867086 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867087 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867088 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867089 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867090 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867092 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867093 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867094 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867095 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867096 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867097 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867098 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706780256867099 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867100 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706780256867101 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867102 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706780256867103 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706780256867104 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867105 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867106 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867107 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706780256867108 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706780256867109 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706780256867110 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706780256867111 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706780256867112 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706780256867113 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706780256867114 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706780256867115 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706780256867116 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867117 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867118 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867119 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867120 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706780256867121 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706780256867122 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867123 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867124 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867125 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867126 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706780256867127 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706780256867128 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867129 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706780256867130 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867131 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706780256867132 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706780256867133 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706792046235904 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706812568688897 ('MKU', <Side.BUY: 1>)
1712706812568688898 ('IGM', <Side.BUY: 1>) 1 5491 34
[REJECTED] 1712706812568688899 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706812568688900 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706812568688901 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706812568688902 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706812568688904 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706812568688905 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706812568688906 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706812568688907 ('DLO', <Side.BUY: 1>)
[REJECTED] 1712706812568688908 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706812568688909 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706812568688910 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706812568688911 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706812568688912 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706812568688913 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706812568688914 ('MKU', <Side.SELL: 2>)
1712706812568688915 ('IGM', <Side.BUY: 1>) 2 5477 28
[REJECTED] 1712706812568688917 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706812568688919 ('IGM', <Side.BUY: 1>)
[REJECTED] 1712706812568688920 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706812568688921 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706812568688922 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706812568688923 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706812568688924 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706812568688925 ('BRV', <Side.BUY: 1>)
[REJECTED] 1712706812568688926 ('BRV', <Side.SELL: 2>)
1712706831527261696 ('MKU', <Side.BUY: 1>) 4 4967 1
[REJECTED] 1712706831527261697 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706831527261698 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706831527261699 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706831527261700 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706831527261701 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706831527261702 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706831527261705 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706831527261706 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706831527261707 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706831527261708 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706831527261709 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706831527261710 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706831527261711 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706831527261712 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706831527261713 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706831527261714 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426624 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426625 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426626 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426627 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426628 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426629 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426630 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426631 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426632 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426633 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426634 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426635 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426636 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426637 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426638 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426639 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426640 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426641 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426642 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426643 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426644 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426645 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426646 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426647 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426648 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426649 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426650 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426651 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426652 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426653 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426654 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426655 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426656 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426657 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426658 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426659 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426660 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426661 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426662 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426663 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426664 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426665 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426666 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426667 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426668 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426669 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426670 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426671 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426672 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426673 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426674 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426675 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426676 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426677 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426678 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426679 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426680 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426681 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426682 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426683 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426684 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426685 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426686 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426687 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426688 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426689 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426690 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426691 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426692 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426693 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426694 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426695 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426696 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426697 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426698 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426699 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426700 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426701 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426702 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426703 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426704 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426705 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426706 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426707 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426708 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426709 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426710 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426711 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426712 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426713 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426714 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426715 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426716 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426717 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426718 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426719 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426720 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426721 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426722 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426723 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426724 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426725 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426726 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426727 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426728 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426729 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426730 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426731 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426732 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426733 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426734 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426735 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426736 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426737 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426738 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426739 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426740 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426741 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706845802426742 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426743 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426744 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706845802426745 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426746 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426747 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426748 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426749 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706845802426750 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706845802426751 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426752 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426753 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706845802426754 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426755 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706845802426756 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247873 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247874 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247875 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247876 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247877 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247878 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247880 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247881 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247882 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247883 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247884 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247885 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247886 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247887 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247888 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247889 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247890 ('BRV', <Side.SELL: 2>)
1712706863851247872 ('MKU', <Side.BUY: 1>) 3 5014 0
[REJECTED] 1712706863851247892 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247893 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247894 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247895 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247896 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247897 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247898 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247899 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247900 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247901 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247902 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247903 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247904 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247905 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247906 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247907 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247908 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247909 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247910 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247911 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247912 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247913 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247914 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247915 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247916 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247917 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247918 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247919 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247920 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247921 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247922 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247923 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247924 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247925 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247926 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247927 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247928 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247929 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247930 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247931 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247932 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247933 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247934 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247935 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247936 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247937 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247938 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247939 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247940 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247941 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247942 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247943 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247944 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247945 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247946 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247947 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247948 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247949 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247950 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247951 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706863851247952 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247953 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247954 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706863851247955 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247956 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247957 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247958 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247959 ('MKU', <Side.BUY: 1>)
[REJECTED] 1712706863851247960 ('MKU', <Side.SELL: 2>)
[REJECTED] 1712706863851247961 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247962 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247963 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706863851247964 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247965 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706863851247966 ('BRV', <Side.SELL: 2>)
1712706863851247891 ('MKU', <Side.BUY: 1>) 3 4995 0
1712706863851247879 ('MKU', <Side.BUY: 1>) 2 4994 0
[REJECTED] 1712706879588132865 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706879588132866 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706879588132867 ('EPT', <Side.SELL: 2>)
[REJECTED] 1712706879588132868 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706879588132869 ('DLO', <Side.SELL: 2>)
[REJECTED] 1712706879588132870 ('DLO', <Side.SELL: 2>)
1712706879588132872 ('MKU', <Side.SELL: 2>) 2 5001 -4
[REJECTED] 1712706879588132877 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706879588132878 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706879588132879 ('IGM', <Side.SELL: 2>)
[REJECTED] 1712706879588132880 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706879588132881 ('BRV', <Side.SELL: 2>)
[REJECTED] 1712706879588132882 ('BRV', <Side.SELL: 2>)
1712706879588132864 ('MKU', <Side.BUY: 1>) 1 4963 0
1712706879588132871 ('MKU', <Side.BUY: 1>) 1 4943 0
1712706879588132873 ('MKU', <Side.BUY: 1>) 1 4923 0
1712706909333219073 ('DLO', <Side.BUY: 1>) 1 4943 23
1712706909333219074 ('MKU', <Side.BUY: 1>) 1 4986 56
1712706909333219075 ('IGM', <Side.BUY: 1>) 1 5519 130
1712706909333219076 ('BRV', <Side.BUY: 1>) 1 5076 129
1712706909333219078 ('EPT', <Side.SELL: 2>) 2 4796 -18
1712706909333219083 ('DLO', <Side.BUY: 1>) 2 4943 3
1712706909333219089 ('MKU', <Side.BUY: 1>) 2 4986 36
1712706909333219091 ('MKU', <Side.BUY: 1>) 2 4986 16
1712706909333219095 ('IGM', <Side.BUY: 1>) 2 5519 110
1712706909333219097 ('IGM', <Side.BUY: 1>) 2 5519 90
1712706909333219099 ('IGM', <Side.BUY: 1>) 2 5519 70
1712706909333219101 ('BRV', <Side.BUY: 1>) 2 5076 109
1712706909333219103 ('BRV', <Side.BUY: 1>) 2 5076 89
1712706909333219105 ('BRV', <Side.BUY: 1>) 2 5076 69
1712706909333219093 ('MKU', <Side.BUY: 1>) 2 4982 0
1712706909333219080 ('EPT', <Side.SELL: 2>) 2 4798 0
1712706909333219085 ('DLO', <Side.BUY: 1>) 2 4926 0
1712706909333219082 ('EPT', <Side.SELL: 2>) 2 4818 0
[CANCELLED] 1712706909333219102 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712706909333219104 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712706909333219106 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712706909333219072 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712706909333219077 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712706909333219079 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712706909333219081 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712706909333219084 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712706909333219086 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712706909333219087 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712706909333219088 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712706909333219090 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712706909333219092 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712706909333219094 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712706909333219096 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712706909333219098 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712706909333219100 ('IGM', <Side.SELL: 2>)
1712706909333219111 ('IGM', <Side.BUY: 1>) 20 5430 81
1712706930308352257 ('DLO', <Side.BUY: 1>) 14 4914 11
1712706930308352258 ('MKU', <Side.BUY: 1>) 14 4988 11
1712706930308352259 ('IGM', <Side.BUY: 1>) 14 5388 21
1712706930308352260 ('BRV', <Side.BUY: 1>) 16 4962 32
