1712717966233274882 ('MKU', <Side.BUY: 1>) 1 5036 1
[CANCELLED] 1712717966233275269 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275270 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275271 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275272 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275273 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275274 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275276 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275277 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275278 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275279 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275280 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275281 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275282 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275283 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275284 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275285 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275286 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275288 ('BRV', <Side.SELL: 2>)
1712717966233275294 ('BRV', <Side.BUY: 1>) 1 4988 2
1712717966233275293 ('IGM', <Side.BUY: 1>) 1 5364 0
1712717966233275292 ('MKU', <Side.BUY: 1>) 1 4935 0
1712717966233275319 ('BRV', <Side.BUY: 1>) 2 4970 0
[CANCELLED] 1712717966233275290 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275295 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275296 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275297 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275298 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275299 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275300 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275291 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275301 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275302 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275303 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275304 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275305 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275306 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275307 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275308 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275309 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275310 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275311 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275312 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275313 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275314 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275315 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275316 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275317 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275318 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275320 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275321 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275322 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275323 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275324 ('BRV', <Side.SELL: 2>)
1712717966233275327 ('MKU', <Side.BUY: 1>) 1 4928 0
1712717966233275329 ('BRV', <Side.BUY: 1>) 1 4976 0
[CANCELLED] 1712717966233275325 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275330 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275331 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275332 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275333 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275334 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275335 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275326 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275336 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275337 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275338 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275339 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275340 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275341 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275342 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275343 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275344 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275345 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275346 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275347 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275328 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275348 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275349 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275350 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275351 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275352 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275353 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275354 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275355 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275356 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275357 ('BRV', <Side.SELL: 2>)
1712717966233275388 ('BRV', <Side.SELL: 2>) 2 4993 0
1712717966233275364 ('EPT', <Side.SELL: 2>) 2 4902 0
1712717966233275370 ('DLO', <Side.SELL: 2>) 2 5016 0
1712717966233275390 ('BRV', <Side.SELL: 2>) 2 5013 0
1712717966233275376 ('MKU', <Side.SELL: 2>) 2 4969 0
1712717966233275382 ('IGM', <Side.SELL: 2>) 2 5398 0
1712717966233275384 ('IGM', <Side.SELL: 2>) 2 5418 0
[CANCELLED] 1712717966233275358 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275363 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275365 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275366 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275367 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275368 ('EPT', <Side.SELL: 2>)
1712717966233275392 ('EPT', <Side.BUY: 1>) 1 4887 7
[CANCELLED] 1712717966233275359 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275369 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275371 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275372 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275373 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275374 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275360 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275375 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275377 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275378 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275379 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275380 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275361 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275381 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275383 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275385 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275386 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275362 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275387 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275389 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275391 ('BRV', <Side.BUY: 1>)
1712717966233275416 ('IGM', <Side.SELL: 2>) 2 5428 -11
1712717966233275418 ('IGM', <Side.SELL: 2>) 2 5437 0
1712717966233275397 ('EPT', <Side.BUY: 1>) 2 4874 0
1712717966233275394 ('MKU', <Side.BUY: 1>) 1 4973 0
1712717966233275393 ('DLO', <Side.BUY: 1>) 1 5018 0
1712717966233275396 ('BRV', <Side.BUY: 1>) 1 5020 0
1712717966233275421 ('BRV', <Side.BUY: 1>) 2 5000 0
1712717966233275409 ('MKU', <Side.BUY: 1>) 2 4953 0
1712717966233275403 ('DLO', <Side.BUY: 1>) 2 4998 0
1712717966233275423 ('BRV', <Side.BUY: 1>) 2 4980 0
1712717966233275425 ('BRV', <Side.BUY: 1>) 2 4960 0
1712717966233275411 ('MKU', <Side.BUY: 1>) 2 4933 0
[CANCELLED] 1712717966233275398 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275399 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275400 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275401 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275402 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275404 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275405 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275406 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275407 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275408 ('DLO', <Side.SELL: 2>)
1712717966233275428 ('DLO', <Side.BUY: 1>) 1 4986 13
[CANCELLED] 1712717966233275410 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275412 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275413 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275414 ('MKU', <Side.SELL: 2>)
1712717966233275429 ('MKU', <Side.BUY: 1>) 1 4921 13
[CANCELLED] 1712717966233275395 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275415 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275417 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275419 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275420 ('IGM', <Side.SELL: 2>)
1712717966233275430 ('IGM', <Side.BUY: 1>) 1 5394 37
[CANCELLED] 1712717966233275422 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275424 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275426 ('BRV', <Side.SELL: 2>)
1712717966233275431 ('BRV', <Side.BUY: 1>) 1 4926 61
1712717966233275444 ('MKU', <Side.BUY: 1>) 2 4902 12
1712717966233275450 ('IGM', <Side.BUY: 1>) 2 5394 17
1712717966233275456 ('BRV', <Side.BUY: 1>) 2 4926 41
1712717966233275458 ('BRV', <Side.BUY: 1>) 2 4926 21
1712717966233275460 ('BRV', <Side.BUY: 1>) 2 4926 1
[CANCELLED] 1712717966233275427 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275432 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275433 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275434 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275435 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275436 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275437 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275438 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275439 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275440 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275441 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275442 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275443 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275445 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275446 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275447 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275448 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275449 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275451 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275452 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275453 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275454 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275455 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275457 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275459 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275461 ('BRV', <Side.SELL: 2>)
1712717966233275492 ('BRV', <Side.SELL: 2>) 2 4987 0
1712717966233275494 ('BRV', <Side.SELL: 2>) 2 5007 0
1712717966233275496 ('BRV', <Side.SELL: 2>) 2 5027 0
1712717966233275486 ('IGM', <Side.SELL: 2>) 2 5453 0
[CANCELLED] 1712717966233275462 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275467 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275468 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275469 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275470 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275471 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275472 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275463 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275473 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275474 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275475 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275476 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275477 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275478 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275464 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275479 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275480 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275481 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275482 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275483 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275484 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275465 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275485 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275487 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275488 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275489 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275490 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275466 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275491 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275493 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275495 ('BRV', <Side.BUY: 1>)
1712717966233275500 ('IGM', <Side.BUY: 1>) 1 5431 0
1712717966233275499 ('MKU', <Side.BUY: 1>) 1 4953 0
1712717966233275501 ('BRV', <Side.BUY: 1>) 1 5005 0
1712717966233275520 ('IGM', <Side.BUY: 1>) 2 5411 0
[CANCELLED] 1712717966233275497 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275502 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275503 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275504 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275505 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275506 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275507 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275498 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275508 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275509 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275510 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275511 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275512 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275513 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275514 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275515 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275516 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275517 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275518 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275519 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275521 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275522 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275523 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275524 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275525 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275526 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275527 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275528 ('BRV', <Side.BUY: 1>)
1712717966233275533 ('BRV', <Side.BUY: 1>) 1 5000 6
1712717966233275532 ('IGM', <Side.BUY: 1>) 1 5412 0
1712717966233275529 ('EPT', <Side.BUY: 1>) 1 4903 0
1712717966233275553 ('IGM', <Side.SELL: 2>) 2 5453 0
[CANCELLED] 1712717966233275534 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275535 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275536 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275537 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275538 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275539 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275530 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275540 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275541 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275542 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275543 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275544 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275545 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275531 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275546 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275547 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275548 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275549 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275550 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275551 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275552 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275554 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275555 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275556 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275557 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275558 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275559 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275560 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275561 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275562 ('BRV', <Side.BUY: 1>)
1712717966233275564 ('DLO', <Side.BUY: 1>) 1 5042 0
1712717966233275587 ('IGM', <Side.SELL: 2>) 2 5479 0
1712717966233275563 ('EPT', <Side.BUY: 1>) 1 4887 0
1712717966233275574 ('DLO', <Side.BUY: 1>) 2 5022 0
1712717966233275589 ('IGM', <Side.SELL: 2>) 2 5499 0
[CANCELLED] 1712717966233275568 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275569 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275570 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275571 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275572 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275573 ('EPT', <Side.SELL: 2>)
1712717966233275597 ('EPT', <Side.BUY: 1>) 1 4878 10
[CANCELLED] 1712717966233275575 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275576 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275577 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275578 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275579 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275565 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275580 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275581 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275582 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275583 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275584 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275585 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275566 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275586 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275588 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275590 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275591 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275567 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275592 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275593 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275594 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275595 ('BRV', <Side.SELL: 2>)
[CANCELLED] 1712717966233275596 ('BRV', <Side.BUY: 1>)
1712717966233275602 ('EPT', <Side.BUY: 1>) 2 4868 0
1712717966233275621 ('IGM', <Side.SELL: 2>) 2 5506 0
1712717966233275623 ('IGM', <Side.SELL: 2>) 2 5526 0
1712717966233275627 ('BRV', <Side.SELL: 2>) 2 5063 0
1712717966233275629 ('BRV', <Side.SELL: 2>) 1 5083 0
1712717966233275625 ('IGM', <Side.SELL: 2>) 2 5546 0
1712717966233275604 ('EPT', <Side.BUY: 1>) 2 4848 0
1712717966233275615 ('MKU', <Side.SELL: 2>) 2 5009 0
[CANCELLED] 1712717966233275603 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275605 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275606 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275607 ('EPT', <Side.SELL: 2>)
1712717966233275630 ('EPT', <Side.BUY: 1>) 1 4844 5
[CANCELLED] 1712717966233275598 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275608 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275609 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275610 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275611 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275612 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275613 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275599 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275614 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275616 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275617 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275618 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275619 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275600 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275620 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275622 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275624 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275601 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275626 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275628 ('BRV', <Side.BUY: 1>)
1712717966233275635 ('EPT', <Side.BUY: 1>) 2 4829 0
1712717966233275660 ('BRV', <Side.SELL: 2>) 2 5134 0
1712717966233275654 ('IGM', <Side.SELL: 2>) 2 5575 0
[CANCELLED] 1712717966233275636 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275637 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275638 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275639 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712717966233275640 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712717966233275631 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275641 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275642 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275643 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275644 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275645 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712717966233275646 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712717966233275632 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275647 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275648 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275649 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275650 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275651 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712717966233275652 ('MKU', <Side.SELL: 2>)
[CANCELLED] 1712717966233275633 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275653 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275655 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275656 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275657 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712717966233275658 ('IGM', <Side.SELL: 2>)
[CANCELLED] 1712717966233275634 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275659 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275661 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712717966233275662 ('BRV', <Side.SELL: 2>)
