[REJECTED] 1712714554023991818 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599866933 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866934 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599866935 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866936 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599866937 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599866938 ('EPT', <Side.BUY: 1>)
1712714628599866940 ('DLO', <Side.BUY: 1>) 1 5198 35
1712714628599866941 ('MKU', <Side.BUY: 1>) 1 5471 73
1712714628599866942 ('IGM', <Side.BUY: 1>) 1 6007 65
1712714628599866943 ('BRV', <Side.BUY: 1>) 1 5944 127
1712714628599866950 ('DLO', <Side.BUY: 1>) 2 5198 15
1712714628599866945 ('EPT', <Side.SELL: 2>) 2 4589 0
1712714628599866947 ('EPT', <Side.SELL: 2>) 2 4609 0
[CANCELLED] 1712714628599866939 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866944 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866946 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866948 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866949 ('EPT', <Side.SELL: 2>)
1712714628599866954 ('IGM', <Side.BUY: 1>) 1 5918 47
1712714628599866953 ('MKU', <Side.BUY: 1>) 1 5462 0
[CANCELLED] 1712714628599866951 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866952 ('DLO', <Side.BUY: 1>)
1712714628599866957 ('MKU', <Side.BUY: 1>) 1 5460 2
1712714628599866958 ('IGM', <Side.BUY: 1>) 1 5885 23
1712714628599866959 ('BRV', <Side.BUY: 1>) 1 5874 10
1712714628599866961 ('EPT', <Side.SELL: 2>) 2 4663 0
1712714628599866963 ('EPT', <Side.SELL: 2>) 1 4683 0
[CANCELLED] 1712714628599866955 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866960 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866962 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866956 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599866964 ('EPT', <Side.BUY: 1>)
1712714628599866971 ('EPT', <Side.SELL: 2>) 1 4714 0
1712714628599866968 ('IGM', <Side.BUY: 1>) 1 5819 0
[CANCELLED] 1712714628599866965 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866970 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866966 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599866967 ('MKU', <Side.BUY: 1>)
1712714628599866975 ('IGM', <Side.BUY: 1>) 1 5796 48
[CANCELLED] 1712714628599866969 ('BRV', <Side.BUY: 1>)
1712714628599866976 ('BRV', <Side.BUY: 1>) 1 5861 35
1712714628599866974 ('MKU', <Side.BUY: 1>) 1 5492 0
1712714628599866973 ('DLO', <Side.BUY: 1>) 1 5221 0
[CANCELLED] 1712714628599866972 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866977 ('EPT', <Side.BUY: 1>)
1712714628599866978 ('EPT', <Side.BUY: 1>) 8 4739 7
1712714628599866980 ('MKU', <Side.BUY: 1>) 1 5471 4
[CANCELLED] 1712714628599866983 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866984 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599866985 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866979 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599866981 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599866982 ('BRV', <Side.BUY: 1>)
1712714628599866992 ('EPT', <Side.SELL: 2>) 2 4763 -7
1712714628599866994 ('EPT', <Side.SELL: 2>) 2 4776 0
[CANCELLED] 1712714628599866986 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866991 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866993 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599866987 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599866988 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599866989 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599866990 ('BRV', <Side.BUY: 1>)
1712714628599866997 ('MKU', <Side.BUY: 1>) 1 5526 1
1712714628599866998 ('IGM', <Side.BUY: 1>) 1 5833 3
1712714628599866995 ('EPT', <Side.BUY: 1>) 8 4753 0
1712714628599866996 ('DLO', <Side.BUY: 1>) 1 5267 0
[CANCELLED] 1712714628599867000 ('EPT', <Side.BUY: 1>)
1712714628599867004 ('IGM', <Side.BUY: 1>) 1 5787 33
[CANCELLED] 1712714628599866999 ('BRV', <Side.BUY: 1>)
1712714628599867007 ('EPT', <Side.SELL: 2>) 2 4785 0
1712714628599867005 ('BRV', <Side.BUY: 1>) 1 5902 0
1712714628599867003 ('MKU', <Side.BUY: 1>) 1 5513 0
1712714628599867002 ('DLO', <Side.BUY: 1>) 1 5261 0
[CANCELLED] 1712714628599867001 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867006 ('EPT', <Side.BUY: 1>)
1712714628599867009 ('DLO', <Side.BUY: 1>) 1 5258 4
1712714628599867010 ('MKU', <Side.BUY: 1>) 1 5501 27
1712714628599867011 ('IGM', <Side.BUY: 1>) 1 5739 38
1712714628599867012 ('BRV', <Side.BUY: 1>) 1 5837 65
[CANCELLED] 1712714628599867008 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867013 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867014 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867015 ('EPT', <Side.BUY: 1>)
1712714628599867019 ('IGM', <Side.BUY: 1>) 1 5701 16
1712714628599867017 ('DLO', <Side.BUY: 1>) 1 5240 0
1712714628599867022 ('EPT', <Side.SELL: 2>) 2 4827 0
[CANCELLED] 1712714628599867016 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867021 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867023 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867018 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599867020 ('BRV', <Side.BUY: 1>)
1712714628599867030 ('EPT', <Side.SELL: 2>) 2 4845 -7
[CANCELLED] 1712714628599867024 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867029 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867025 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867026 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599867027 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599867028 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714628599867031 ('EPT', <Side.BUY: 1>)
1712714628599867035 ('IGM', <Side.BUY: 1>) 1 5692 59
1712714628599867036 ('BRV', <Side.BUY: 1>) 1 5970 12
1712714628599867034 ('MKU', <Side.BUY: 1>) 1 5608 0
1712714628599867033 ('DLO', <Side.BUY: 1>) 1 5304 0
[CANCELLED] 1712714628599867032 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867037 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867038 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867039 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867040 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867041 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867042 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867043 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867044 ('DLO', <Side.SELL: 2>)
1712714628599867046 ('BRV', <Side.BUY: 1>) 1 5906 39
[CANCELLED] 1712714628599867045 ('EPT', <Side.BUY: 1>)
1712714628599867048 ('DLO', <Side.BUY: 1>) 1 5258 3
1712714628599867049 ('MKU', <Side.BUY: 1>) 1 5548 9
1712714628599867050 ('IGM', <Side.BUY: 1>) 1 5580 15
1712714628599867051 ('BRV', <Side.BUY: 1>) 1 5837 40
1712714628599867053 ('EPT', <Side.SELL: 2>) 2 4908 0
1712714628599867058 ('DLO', <Side.BUY: 1>) 1 5241 0
[CANCELLED] 1712714628599867047 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867052 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867054 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867055 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867056 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867057 ('EPT', <Side.SELL: 2>)
1712714628599867060 ('DLO', <Side.BUY: 1>) 1 5220 22
1712714628599867061 ('MKU', <Side.BUY: 1>) 1 5496 34
[CANCELLED] 1712714628599867059 ('EPT', <Side.BUY: 1>)
1712714628599867063 ('DLO', <Side.BUY: 1>) 1 5194 13
1712714628599867064 ('MKU', <Side.BUY: 1>) 1 5432 55
1712714628599867065 ('IGM', <Side.BUY: 1>) 1 5402 98
1712714628599867066 ('BRV', <Side.BUY: 1>) 1 5610 129
1712714628599867068 ('EPT', <Side.SELL: 2>) 2 4984 -27
1712714628599867070 ('EPT', <Side.SELL: 2>) 2 4984 -7
[CANCELLED] 1712714628599867062 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867067 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867069 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867071 ('EPT', <Side.BUY: 1>)
1712714628599867074 ('MKU', <Side.BUY: 1>) 1 5406 13
1712714628599867075 ('IGM', <Side.BUY: 1>) 1 5371 20
1712714628599867076 ('BRV', <Side.BUY: 1>) 1 5560 29
1712714628599867078 ('EPT', <Side.SELL: 2>) 2 5017 0
[CANCELLED] 1712714628599867072 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867077 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867073 ('DLO', <Side.BUY: 1>)
1712714628599867082 ('IGM', <Side.BUY: 1>) 1 5346 4
1712714628599867085 ('EPT', <Side.SELL: 2>) 2 5060 -2
1712714628599867079 ('EPT', <Side.BUY: 1>) 9 5026 0
[CANCELLED] 1712714628599867084 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867086 ('EPT', <Side.BUY: 1>)
1712714628599867087 ('EPT', <Side.BUY: 1>) 9 5021 18
1712714628599867087 ('EPT', <Side.BUY: 1>) 7 5022 17
[CANCELLED] 1712714628599867080 ('DLO', <Side.BUY: 1>)
1712714628599867088 ('DLO', <Side.BUY: 1>) 1 5224 6
[CANCELLED] 1712714628599867081 ('MKU', <Side.BUY: 1>)
1712714628599867089 ('MKU', <Side.BUY: 1>) 1 5471 20
[CANCELLED] 1712714628599867083 ('BRV', <Side.BUY: 1>)
1712714628599867091 ('BRV', <Side.BUY: 1>) 1 5648 14
1712714628599867092 ('EPT', <Side.BUY: 1>) 1 5019 0
1712714628599867094 ('DLO', <Side.BUY: 1>) 1 5195 5
1712714628599867095 ('MKU', <Side.BUY: 1>) 1 5395 35
[CANCELLED] 1712714628599867090 ('IGM', <Side.BUY: 1>)
1712714628599867096 ('IGM', <Side.BUY: 1>) 1 5377 25
1712714628599867097 ('BRV', <Side.BUY: 1>) 1 5546 70
[CANCELLED] 1712714628599867093 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867098 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867099 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867100 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867101 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867102 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867103 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867104 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867105 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714628599867106 ('DLO', <Side.BUY: 1>)
1712714628599867107 ('EPT', <Side.BUY: 1>) 5 4999 0
1712714628599867109 ('DLO', <Side.BUY: 1>) 1 5202 3
1712714628599867110 ('MKU', <Side.BUY: 1>) 1 5399 28
1712714628599867111 ('IGM', <Side.BUY: 1>) 1 5409 2
1712714628599867112 ('BRV', <Side.BUY: 1>) 1 5570 46
1712714628599867108 ('EPT', <Side.BUY: 1>) 6 4975 0
[CANCELLED] 1712714628599867113 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867114 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867115 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867116 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867117 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867118 ('EPT', <Side.SELL: 2>)
1712714628599867123 ('EPT', <Side.BUY: 1>) 4 4978 3
[CANCELLED] 1712714628599867119 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867120 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714628599867121 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867122 ('DLO', <Side.SELL: 2>)
1712714628599867124 ('EPT', <Side.BUY: 1>) 5 4941 9
1712714628599867126 ('MKU', <Side.BUY: 1>) 1 5471 2
1712714628599867129 ('EPT', <Side.BUY: 1>) 2 4930 0
[CANCELLED] 1712714628599867130 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867131 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867132 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867133 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867134 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867125 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867135 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867136 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714628599867137 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867138 ('DLO', <Side.SELL: 2>)
[CANCELLED] 1712714628599867127 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599867128 ('BRV', <Side.BUY: 1>)
1712714628599867140 ('DLO', <Side.BUY: 1>) 1 5258 0
1712714628599867141 ('MKU', <Side.BUY: 1>) 1 5454 0
[CANCELLED] 1712714628599867139 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867142 ('IGM', <Side.BUY: 1>)
1712714628599867146 ('IGM', <Side.BUY: 1>) 1 5585 0
1712714628599867149 ('EPT', <Side.SELL: 2>) 2 4948 0
[CANCELLED] 1712714628599867143 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867148 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867150 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867151 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867152 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867153 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867144 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867154 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867145 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599867147 ('BRV', <Side.BUY: 1>)
1712714628599867156 ('DLO', <Side.BUY: 1>) 1 5261 0
1712714628599867157 ('MKU', <Side.BUY: 1>) 1 5457 0
1712714628599867155 ('EPT', <Side.BUY: 1>) 5 4938 0
1712714628599867159 ('EPT', <Side.BUY: 1>) 5 4930 19
1712714628599867160 ('DLO', <Side.BUY: 1>) 1 5246 16
1712714628599867161 ('MKU', <Side.BUY: 1>) 1 5441 16
[CANCELLED] 1712714628599867158 ('IGM', <Side.BUY: 1>)
1712714628599867163 ('BRV', <Side.BUY: 1>) 1 5669 15
1712714628599867164 ('EPT', <Side.BUY: 1>) 2 4929 0
1712714628599867170 ('DLO', <Side.BUY: 1>) 1 5242 0
[CANCELLED] 1712714628599867165 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867166 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867167 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867168 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867169 ('EPT', <Side.SELL: 2>)
1712714628599867171 ('EPT', <Side.BUY: 1>) 4 4921 0
[CANCELLED] 1712714628599867162 ('IGM', <Side.BUY: 1>)
1712714628599867174 ('EPT', <Side.BUY: 1>) 4 4898 18
[CANCELLED] 1712714628599867172 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867173 ('MKU', <Side.BUY: 1>)
1712714628599867179 ('EPT', <Side.BUY: 1>) 2 4896 0
1712714628599867176 ('MKU', <Side.BUY: 1>) 1 5434 0
1712714628599867175 ('DLO', <Side.BUY: 1>) 1 5243 0
[CANCELLED] 1712714628599867180 ('EPT', <Side.SELL: 2>)
1712714628599867181 ('EPT', <Side.BUY: 1>) 3 4837 62
1712714628599867183 ('MKU', <Side.BUY: 1>) 1 5409 7
[CANCELLED] 1712714628599867177 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599867178 ('BRV', <Side.BUY: 1>)
1712714628599867186 ('EPT', <Side.BUY: 1>) 2 4837 42
1712714628599867188 ('EPT', <Side.BUY: 1>) 2 4837 22
1712714628599867190 ('EPT', <Side.BUY: 1>) 1 4837 2
1712714628599867182 ('DLO', <Side.BUY: 1>) 1 5229 0
[CANCELLED] 1712714628599867187 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867189 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867184 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599867185 ('BRV', <Side.BUY: 1>)
1712714628599867191 ('EPT', <Side.BUY: 1>) 2 4817 0
1712714628599867196 ('EPT', <Side.BUY: 1>) 2 4797 0
1712714628599867203 ('DLO', <Side.SELL: 2>) 2 5248 0
1712714628599867198 ('EPT', <Side.BUY: 1>) 2 4777 0
[CANCELLED] 1712714628599867197 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867199 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867200 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867201 ('EPT', <Side.SELL: 2>)
1712714628599867205 ('EPT', <Side.BUY: 1>) 2 4769 49
[CANCELLED] 1712714628599867192 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867202 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867204 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867193 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599867194 ('IGM', <Side.BUY: 1>)
[CANCELLED] 1712714628599867195 ('BRV', <Side.BUY: 1>)
[CANCELLED] 1712714628599867206 ('DLO', <Side.BUY: 1>)
1712714628599867209 ('DLO', <Side.BUY: 1>) 1 5235 10
[CANCELLED] 1712714628599867207 ('MKU', <Side.BUY: 1>)
1712714628599867211 ('IGM', <Side.BUY: 1>) 1 5839 10
1712714628599867208 ('EPT', <Side.BUY: 1>) 1 4777 0
1712714628599867210 ('MKU', <Side.BUY: 1>) 1 5419 0
[CANCELLED] 1712714628599867213 ('EPT', <Side.BUY: 1>)
1712714628599867215 ('DLO', <Side.BUY: 1>) 1 5217 38
1712714628599867216 ('MKU', <Side.BUY: 1>) 1 5428 31
[CANCELLED] 1712714628599867212 ('BRV', <Side.BUY: 1>)
1712714628599867218 ('BRV', <Side.BUY: 1>) 1 5752 63
1712714628599867225 ('DLO', <Side.BUY: 1>) 2 5222 13
1712714628599867217 ('IGM', <Side.BUY: 1>) 1 5880 0
[CANCELLED] 1712714628599867214 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867219 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867220 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867221 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867222 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867223 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867224 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867226 ('DLO', <Side.SELL: 2>)
1712714628599867229 ('MKU', <Side.BUY: 1>) 1 5404 18
[CANCELLED] 1712714628599867227 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867228 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867230 ('IGM', <Side.BUY: 1>)
1712714628599867237 ('EPT', <Side.SELL: 2>) 2 4805 -6
1712714628599867231 ('EPT', <Side.BUY: 1>) 1 4775 0
[CANCELLED] 1712714628599867236 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867238 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867232 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867233 ('MKU', <Side.BUY: 1>)
[CANCELLED] 1712714628599867234 ('IGM', <Side.BUY: 1>)
1712714628599867242 ('IGM', <Side.BUY: 1>) 1 5881 9
[CANCELLED] 1712714628599867235 ('BRV', <Side.BUY: 1>)
1712714628599867239 ('EPT', <Side.BUY: 1>) 1 4782 0
[CANCELLED] 1712714628599867244 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867245 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867246 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867247 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867248 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867249 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867240 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714628599867241 ('MKU', <Side.BUY: 1>)
1712714628599867253 ('IGM', <Side.BUY: 1>) 1 5840 46
[CANCELLED] 1712714628599867243 ('BRV', <Side.BUY: 1>)
1712714628599867250 ('EPT', <Side.BUY: 1>) 1 4786 0
1712714628599867254 ('BRV', <Side.BUY: 1>) 1 5780 0
1712714628599867252 ('MKU', <Side.BUY: 1>) 1 5458 0
[CANCELLED] 1712714628599867251 ('DLO', <Side.BUY: 1>)
1712714628599867257 ('MKU', <Side.BUY: 1>) 1 5455 23
1712714628599867258 ('IGM', <Side.BUY: 1>) 1 5762 107
1712714628599867259 ('BRV', <Side.BUY: 1>) 1 5742 76
1712714628599867261 ('EPT', <Side.SELL: 2>) 2 4841 -32
1712714628599867256 ('DLO', <Side.BUY: 1>) 1 5241 0
[CANCELLED] 1712714628599867255 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867260 ('EPT', <Side.BUY: 1>)
1712714628599867263 ('DLO', <Side.BUY: 1>) 1 5237 20
1712714628599867264 ('MKU', <Side.BUY: 1>) 1 5396 84
1712714628599867265 ('IGM', <Side.BUY: 1>) 1 5724 103
1712714628599867268 ('EPT', <Side.SELL: 2>) 2 4866 -38
1712714628599867270 ('EPT', <Side.SELL: 2>) 2 4866 -18
1712714628599867272 ('EPT', <Side.SELL: 2>) 1 4868 0
1712714628599867266 ('BRV', <Side.BUY: 1>) 1 5813 0
[CANCELLED] 1712714628599867262 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867267 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867269 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867271 ('EPT', <Side.BUY: 1>)
1712714628599867275 ('MKU', <Side.BUY: 1>) 1 5437 4
1712714628599867276 ('IGM', <Side.BUY: 1>) 1 5685 67
1712714628599867277 ('BRV', <Side.BUY: 1>) 1 5679 50
1712714628599867279 ('EPT', <Side.SELL: 2>) 2 4892 -18
1712714628599867274 ('DLO', <Side.BUY: 1>) 1 5254 0
[CANCELLED] 1712714628599867273 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867278 ('EPT', <Side.BUY: 1>)
1712714628599867283 ('IGM', <Side.BUY: 1>) 1 5663 0
1712714628599867286 ('EPT', <Side.SELL: 2>) 2 4911 0
1712714628599867281 ('DLO', <Side.BUY: 1>) 1 5227 0
1712714628599867288 ('EPT', <Side.SELL: 2>) 1 4931 0
1712714628599867284 ('BRV', <Side.BUY: 1>) 1 5599 0
[CANCELLED] 1712714628599867280 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867285 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867287 ('EPT', <Side.BUY: 1>)
1712714628599867290 ('DLO', <Side.BUY: 1>) 1 5221 34
[CANCELLED] 1712714628599867282 ('MKU', <Side.BUY: 1>)
1712714628599867291 ('MKU', <Side.BUY: 1>) 1 5371 60
1712714628599867292 ('IGM', <Side.BUY: 1>) 1 5533 145
1712714628599867293 ('BRV', <Side.BUY: 1>) 1 5559 120
1712714628599867295 ('EPT', <Side.SELL: 2>) 2 4943 -22
[CANCELLED] 1712714628599867289 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867294 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867296 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867303 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867308 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867310 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867311 ('EPT', <Side.SELL: 2>)
[CANCELLED] 1712714628599867312 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714628599867313 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714741476652288 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714741476652289 ('DLO', <Side.BUY: 1>)
[CANCELLED] 1712714742679449344 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714742679449345 ('EPT', <Side.BUY: 1>)
1712714742679449346 ('EPT', <Side.BUY: 1>) 2 4992 0
[CANCELLED] 1712714742679449347 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714742679449348 ('EPT', <Side.BUY: 1>)
1712714742679449349 ('EPT', <Side.BUY: 1>) 2 5115 2
[CANCELLED] 1712714742679449350 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714742679449351 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714742679449352 ('EPT', <Side.BUY: 1>)
[CANCELLED] 1712714742679449353 ('EPT', <Side.BUY: 1>)
